,FIPS_Code,State,Year,Month,Civilian_Pop,Civilian_Labor_Force,Labor_Force_Pct,Employed_Total,Employed_Pct,Unemployed_Total,Unemployed_Rate
21624,1,Alabama,2010,1,3636380,2143297,58.9,1906185,52.4,237112,11.1
21625,2,Alaska,2010,1,514628,360431,70.0,330113,64.1,30318,8.4
21626,4,Arizona,2010,1,4994110,3115797,62.4,2785351,55.8,330446,10.6
21627,5,Arkansas,2010,1,2213503,1343957,60.7,1237151,55.9,106806,7.9
21628,6,California,2010,1,28141513,18288466,65.0,15991766,56.8,2296700,12.6
21629,37,Los Angeles County,2010,1,7552749,4909952,65.0,4292621,56.8,617331,12.6
21630,8,Colorado,2010,1,3871967,2711291,70.0,2471793,63.8,239498,8.8
21631,9,Connecticut,2010,1,2757497,1892594,68.6,1712632,62.1,179962,9.5
21632,10,Delaware,2010,1,690331,430527,62.4,391523,56.7,39004,9.1
21633,11,District of Columbia,2010,1,491473,342135,69.6,306215,62.3,35920,10.5
21634,12,Florida,2010,1,14670087,9011633,61.4,8031055,54.7,980578,10.9
21635,13,Georgia,2010,1,7356794,4778162,64.9,4261834,57.9,516328,10.8
21636,15,Hawaii,2010,1,985330,634566,64.4,590573,59.9,43993,6.9
21637,16,Idaho,2010,1,1157503,762726,65.9,693074,59.9,69652,9.1
21638,17,Illinois,2010,1,9911282,6616172,66.8,5862132,59.1,754040,11.4
21639,18,Indiana,2010,1,4925217,3169128,64.3,2830634,57.5,338494,10.7
21640,19,Iowa,2010,1,2341680,1668161,71.2,1560395,66.6,107766,6.5
21641,20,Kansas,2010,1,2138455,1502302,70.3,1394052,65.2,108250,7.2
21642,21,Kentucky,2010,1,3342861,2057265,61.5,1833428,54.8,223837,10.9
21643,22,Louisiana,2010,1,3406282,2065893,60.6,1918232,56.3,147661,7.1
21644,23,Maine,2010,1,1066138,696250,65.3,635414,59.6,60836,8.7
21645,24,Maryland,2010,1,4422798,3049772,69.0,2803421,63.4,246351,8.1
21646,25,Massachusetts,2010,1,5263246,3468119,65.9,3173610,60.3,294509,8.5
21647,26,Michigan,2010,1,7777357,4785142,61.5,4153410,53.4,631732,13.2
21648,27,Minnesota,2010,1,4100422,2928681,71.4,2700412,65.9,228269,7.8
21649,28,Mississippi,2010,1,2206254,1265805,57.4,1133350,51.4,132455,10.5
21650,29,Missouri,2010,1,4628246,3042296,65.7,2748478,59.4,293818,9.7
21651,30,Montana,2010,1,770491,500111,64.9,462743,60.1,37368,7.5
21652,31,Nebraska,2010,1,1370014,987372,72.1,938545,68.5,48827,4.9
21653,32,Nevada,2010,1,2009168,1358406,67.6,1175465,58.5,182941,13.5
21654,33,New Hampshire,2010,1,1060421,738872,69.7,689553,65.0,49319,6.7
21655,34,New Jersey,2010,1,6792469,4557586,67.1,4104101,60.4,453485,10.0
21656,35,New Mexico,2010,1,1526749,924482,60.6,852812,55.9,71670,7.8
21657,36,New York,2010,1,15398444,9644070,62.6,8775340,57.0,868730,9.0
21658,51000,New York city,2010,1,6627486,3983407,60.1,3581646,54.0,401761,10.1
21659,37,North Carolina,2010,1,7164495,4610346,64.3,4094353,57.1,515993,11.2
21660,38,North Dakota,2010,1,506905,373035,73.6,358345,70.7,14690,3.9
21661,39,Ohio,2010,1,8967104,5895027,65.7,5238928,58.4,656099,11.1
21662,40,Oklahoma,2010,1,2789349,1763483,63.2,1640540,58.8,122943,7.0
21663,41,Oregon,2010,1,3026512,1969690,65.1,1756262,58.0,213428,10.8
21664,42,Pennsylvania,2010,1,9966890,6338833,63.6,5805453,58.2,533380,8.4
21665,44,Rhode Island,2010,1,843675,570682,67.6,503082,59.6,67600,11.8
21666,45,South Carolina,2010,1,3513739,2156723,61.4,1898449,54.0,258274,12.0
21667,46,South Dakota,2010,1,621730,440408,70.8,419140,67.4,21268,4.8
21668,47,Tennessee,2010,1,4894242,3050578,62.3,2730789,55.8,319789,10.5
21669,48,Texas,2010,1,18274485,12108919,66.3,11106882,60.8,1002037,8.3
21670,49,Utah,2010,1,1991747,1354098,68.0,1245935,62.6,108163,8.0
21671,50,Vermont,2010,1,508821,359006,70.6,335086,65.9,23920,6.7
21672,51,Virginia,2010,1,6043575,4139523,68.5,3823909,63.3,315614,7.6
21673,53,Washington,2010,1,5217186,3454420,66.2,3133335,60.1,321085,9.3
21674,54,West Virginia,2010,1,1455955,807671,55.5,735302,50.5,72369,9.0
21675,55,Wisconsin,2010,1,4430954,3086454,69.7,2800945,63.2,285509,9.3
21676,56,Wyoming,2010,1,420608,301350,71.6,278343,66.2,23007,7.6
21677,1,Alabama,2010,2,3637985,2145780,59.0,1909481,52.5,236299,11.0
21678,2,Alaska,2010,2,514760,360957,70.1,330579,64.2,30378,8.4
21679,4,Arizona,2010,2,4999841,3116749,62.3,2786396,55.7,330353,10.6
21680,5,Arkansas,2010,2,2214703,1345947,60.8,1239114,55.9,106833,7.9
21681,6,California,2010,2,28168472,18327194,65.1,16020128,56.9,2307066,12.6
21682,37,Los Angeles County,2010,2,7556332,4921282,65.1,4301138,56.9,620144,12.6
21683,8,Colorado,2010,2,3876247,2714852,70.0,2471124,63.8,243728,9.0
21684,9,Connecticut,2010,2,2758668,1897276,68.8,1714982,62.2,182294,9.6
21685,10,Delaware,2010,2,690834,431248,62.4,392300,56.8,38948,9.0
21686,11,District of Columbia,2010,2,492229,343633,69.8,308102,62.6,35531,10.3
21687,12,Florida,2010,2,14681071,9039135,61.6,8052755,54.9,986380,10.9
21688,13,Georgia,2010,2,7364379,4725950,64.2,4213413,57.2,512537,10.8
21689,15,Hawaii,2010,2,985714,637461,64.7,593468,60.2,43993,6.9
21690,16,Idaho,2010,2,1158417,763525,65.9,694203,59.9,69322,9.1
21691,17,Illinois,2010,2,9914870,6628765,66.9,5878039,59.3,750726,11.3
21692,18,Indiana,2010,2,4927158,3172852,64.4,2834812,57.5,338040,10.7
21693,19,Iowa,2010,2,2342488,1671781,71.4,1564951,66.8,106830,6.4
21694,20,Kansas,2010,2,2139596,1502043,70.2,1394188,65.2,107855,7.2
21695,21,Kentucky,2010,2,3344688,2060696,61.6,1838044,55.0,222652,10.8
21696,22,Louisiana,2010,2,3408339,2071784,60.8,1922452,56.4,149332,7.2
21697,23,Maine,2010,2,1066067,697409,65.4,636533,59.7,60876,8.7
21698,24,Maryland,2010,2,4426148,3057423,69.1,2810540,63.5,246883,8.1
21699,25,Massachusetts,2010,2,5266159,3473982,66.0,3180656,60.4,293326,8.4
21700,26,Michigan,2010,2,7777182,4784327,61.5,4158820,53.5,625507,13.1
21701,27,Minnesota,2010,2,4102269,2933933,71.5,2707327,66.0,226606,7.7
21702,28,Mississippi,2010,2,2206814,1268874,57.5,1135839,51.5,133035,10.5
21703,29,Missouri,2010,2,4630244,3043869,65.7,2749657,59.4,294212,9.7
21704,30,Montana,2010,2,770816,500923,65.0,463419,60.1,37504,7.5
21705,31,Nebraska,2010,2,1370817,988776,72.1,939919,68.6,48857,4.9
21706,32,Nevada,2010,2,2010225,1359771,67.6,1174541,58.4,185230,13.6
21707,33,New Hampshire,2010,2,1060683,739669,69.7,690835,65.1,48834,6.6
21708,34,New Jersey,2010,2,6795487,4563977,67.2,4111253,60.5,452724,9.9
21709,35,New Mexico,2010,2,1528209,926927,60.7,854371,55.9,72556,7.8
21710,36,New York,2010,2,15402678,9657047,62.7,8790529,57.1,866518,9.0
21711,51000,New York city,2010,2,6630146,3990358,60.2,3590594,54.2,399764,10.0
21712,37,North Carolina,2010,2,7169890,4627749,64.5,4107826,57.3,519923,11.2
21713,38,North Dakota,2010,2,507299,374693,73.9,360056,71.0,14637,3.9
21714,39,Ohio,2010,2,8967563,5902220,65.8,5248612,58.5,653608,11.1
21715,40,Oklahoma,2010,2,2791092,1765258,63.2,1643105,58.9,122153,6.9
21716,41,Oregon,2010,2,3028729,1977638,65.3,1762239,58.2,215399,10.9
21717,42,Pennsylvania,2010,2,9969289,6350528,63.7,5812330,58.3,538198,8.5
21718,44,Rhode Island,2010,2,843803,571720,67.8,503913,59.7,67807,11.9
21719,45,South Carolina,2010,2,3516497,2161383,61.5,1905694,54.2,255689,11.8
21720,46,South Dakota,2010,2,622261,441293,70.9,419724,67.5,21569,4.9
21721,47,Tennessee,2010,2,4897491,3063620,62.6,2745903,56.1,317717,10.4
21722,48,Texas,2010,2,18299762,12151988,66.4,11146453,60.9,1005535,8.3
21723,49,Utah,2010,2,1994390,1354151,67.9,1245598,62.5,108553,8.0
21724,50,Vermont,2010,2,509023,359539,70.6,335633,65.9,23906,6.6
21725,51,Virginia,2010,2,6049306,4146809,68.6,3829743,63.3,317066,7.6
21726,53,Washington,2010,2,5222744,3458632,66.2,3136999,60.1,321633,9.3
21727,54,West Virginia,2010,2,1456112,809095,55.6,736973,50.6,72122,8.9
21728,55,Wisconsin,2010,2,4432255,3089495,69.7,2806625,63.3,282870,9.2
21729,56,Wyoming,2010,2,420826,301933,71.7,278975,66.3,22958,7.6
21730,1,Alabama,2010,3,3639724,2146904,59.0,1912541,52.5,234363,10.9
21731,2,Alaska,2010,3,514896,361357,70.2,331099,64.3,30258,8.4
21732,4,Arizona,2010,3,5005603,3116147,62.3,2787165,55.7,328982,10.6
21733,5,Arkansas,2010,3,2215934,1348707,60.9,1242264,56.1,106443,7.9
21734,6,California,2010,3,28195088,18359589,65.1,16050996,56.9,2308593,12.6
21735,37,Los Angeles County,2010,3,7559970,4931091,65.2,4309620,57.0,621471,12.6
21736,8,Colorado,2010,3,3880636,2717321,70.0,2471367,63.7,245954,9.1
21737,9,Connecticut,2010,3,2759910,1902002,68.9,1718400,62.3,183602,9.7
21738,10,Delaware,2010,3,691403,432340,62.5,393640,56.9,38700,9.0
21739,11,District of Columbia,2010,3,493007,345142,70.0,310074,62.9,35068,10.2
21740,12,Florida,2010,3,14692208,9065533,61.7,8076970,55.0,988563,10.9
21741,13,Georgia,2010,3,7372287,4708859,63.9,4201580,57.0,507279,10.8
21742,15,Hawaii,2010,3,986160,640630,65.0,596671,60.5,43959,6.9
21743,16,Idaho,2010,3,1159426,763983,65.9,695240,60.0,68743,9.0
21744,17,Illinois,2010,3,9918785,6634842,66.9,5894031,59.4,740811,11.2
21745,18,Indiana,2010,3,4929346,3177346,64.5,2841624,57.6,335722,10.6
21746,19,Iowa,2010,3,2343400,1675368,71.5,1570007,67.0,105361,6.3
21747,20,Kansas,2010,3,2140798,1501694,70.1,1394805,65.2,106889,7.1
21748,21,Kentucky,2010,3,3346711,2062897,61.6,1842725,55.1,220172,10.7
21749,22,Louisiana,2010,3,3410594,2077866,60.9,1927051,56.5,150815,7.3
21750,23,Maine,2010,3,1066137,698109,65.5,637570,59.8,60539,8.7
21751,24,Maryland,2010,3,4429620,3064844,69.2,2818977,63.6,245867,8.0
21752,25,Massachusetts,2010,3,5269256,3478448,66.0,3187591,60.5,290857,8.4
21753,26,Michigan,2010,3,7777301,4783504,61.5,4165926,53.6,617578,12.9
21754,27,Minnesota,2010,3,4104281,2938371,71.6,2714349,66.1,224022,7.6
21755,28,Mississippi,2010,3,2207537,1271407,57.6,1138614,51.6,132793,10.4
21756,29,Missouri,2010,3,4632421,3044587,65.7,2751280,59.4,293307,9.6
21757,30,Montana,2010,3,771187,501546,65.0,464199,60.2,37347,7.4
21758,31,Nebraska,2010,3,1371688,990060,72.2,941517,68.6,48543,4.9
21759,32,Nevada,2010,3,2011335,1360604,67.6,1173988,58.4,186616,13.7
21760,33,New Hampshire,2010,3,1061057,740166,69.8,692203,65.2,47963,6.5
21761,34,New Jersey,2010,3,6798668,4568271,67.2,4117952,60.6,450319,9.9
21762,35,New Mexico,2010,3,1529618,929410,60.8,856258,56.0,73152,7.9
21763,36,New York,2010,3,15407189,9666303,62.7,8804772,57.1,861531,8.9
21764,51000,New York city,2010,3,6632807,3994779,60.2,3598336,54.3,396443,9.9
21765,37,North Carolina,2010,3,7175533,4641281,64.7,4122130,57.4,519151,11.2
21766,38,North Dakota,2010,3,507715,376324,74.1,361821,71.3,14503,3.9
21767,39,Ohio,2010,3,8968417,5904597,65.8,5259913,58.6,644684,10.9
21768,40,Oklahoma,2010,3,2792911,1766675,63.3,1645979,58.9,120696,6.8
21769,41,Oregon,2010,3,3031074,1984778,65.5,1768457,58.3,216321,10.9
21770,42,Pennsylvania,2010,3,9972037,6359683,63.8,5820638,58.4,539045,8.5
21771,44,Rhode Island,2010,3,843979,572495,67.8,504735,59.8,67760,11.8
21772,45,South Carolina,2010,3,3519427,2165917,61.5,1913417,54.4,252500,11.7
21773,46,South Dakota,2010,3,622857,442184,71.0,420409,67.5,21775,4.9
21774,47,Tennessee,2010,3,4900953,3076129,62.8,2762469,56.4,313660,10.2
21775,48,Texas,2010,3,18325113,12191275,66.5,11184615,61.0,1006660,8.3
21776,49,Utah,2010,3,1997075,1354198,67.8,1245524,62.4,108674,8.0
21777,50,Vermont,2010,3,509216,359952,70.7,336236,66.0,23716,6.6
21778,51,Virginia,2010,3,6055213,4153490,68.6,3837310,63.4,316180,7.6
21779,53,Washington,2010,3,5228475,3462164,66.2,3141865,60.1,320299,9.3
21780,54,West Virginia,2010,3,1456324,810179,55.6,738804,50.7,71375,8.8
21781,55,Wisconsin,2010,3,4433668,3090610,69.7,2812648,63.4,277962,9.0
21782,56,Wyoming,2010,3,421067,302202,71.8,279686,66.4,22516,7.5
21783,1,Alabama,2010,4,3696845,2197720,59.4,1966202,53.2,231518,10.5
21784,2,Alaska,2010,4,515851,361538,70.1,331564,64.3,29974,8.3
21785,4,Arizona,2010,4,4838466,3113354,64.3,2786810,57.6,326544,10.5
21786,5,Arkansas,2010,4,2231366,1351964,60.6,1246062,55.8,105902,7.8
21787,6,California,2010,4,28538466,18381603,64.4,16078778,56.3,2302825,12.5
21788,37,Los Angeles County,2010,4,7648987,4938672,64.6,4317332,56.4,621340,12.6
21789,8,Colorado,2010,4,3848295,2718188,70.6,2471781,64.2,246407,9.1
21790,9,Connecticut,2010,4,2802329,1906595,68.0,1722636,61.5,183959,9.6
21791,10,Delaware,2010,4,701527,433690,61.8,395333,56.4,38357,8.8
21792,11,District of Columbia,2010,4,502466,346457,69.0,311849,62.1,34608,10.0
21793,12,Florida,2010,4,14959822,9099777,60.8,8111208,54.2,988569,10.9
21794,13,Georgia,2010,4,7276848,4701086,64.6,4199284,57.7,501802,10.7
21795,15,Hawaii,2010,4,1039195,643754,61.9,599835,57.7,43919,6.8
21796,16,Idaho,2010,4,1163327,764012,65.7,696013,59.8,67999,8.9
21797,17,Illinois,2010,4,9881090,6634091,67.1,5907874,59.8,726217,10.9
21798,18,Indiana,2010,4,4962744,3181319,64.1,2849394,57.4,331925,10.4
21799,19,Iowa,2010,4,2358250,1677557,71.1,1573836,66.7,103721,6.2
21800,20,Kansas,2010,4,2147765,1501224,69.9,1395682,65.0,105542,7.0
21801,21,Kentucky,2010,4,3340225,2063774,61.8,1847055,55.3,216719,10.5
21802,22,Louisiana,2010,4,3434434,2083571,60.7,1931260,56.2,152311,7.3
21803,23,Maine,2010,4,1074471,698248,65.0,638356,59.4,59892,8.6
21804,24,Maryland,2010,4,4490945,3071526,68.4,2827499,63.0,244027,7.9
21805,25,Massachusetts,2010,4,5224455,3480846,66.6,3193516,61.1,287330,8.3
21806,26,Michigan,2010,4,7718784,4781950,62.0,4173309,54.1,608641,12.7
21807,27,Minnesota,2010,4,4108452,2941579,71.6,2720784,66.2,220795,7.5
21808,28,Mississippi,2010,4,2228901,1273382,57.1,1141411,51.2,131971,10.4
21809,29,Missouri,2010,4,4618728,3044286,65.9,2752890,59.6,291396,9.6
21810,30,Montana,2010,4,777438,501897,64.6,464966,59.8,36931,7.4
21811,31,Nebraska,2010,4,1388012,991039,71.4,943174,68.0,47865,4.8
21812,32,Nevada,2010,4,2073299,1360595,65.6,1173507,56.6,187088,13.8
21813,33,New Hampshire,2010,4,1051831,740408,70.4,693597,65.9,46811,6.3
21814,34,New Jersey,2010,4,6867547,4569772,66.5,4122909,60.0,446863,9.8
21815,35,New Mexico,2010,4,1564175,931382,59.5,857944,54.8,73438,7.9
21816,36,New York,2010,4,15339303,9669447,63.0,8814800,57.5,854647,8.8
21817,51000,New York city,2010,4,6545317,3996188,61.1,3603964,55.1,392224,9.8
21818,37,North Carolina,2010,4,7297359,4647554,63.7,4134333,56.7,513221,11.0
21819,38,North Dakota,2010,4,523123,377707,72.2,363391,69.5,14316,3.8
21820,39,Ohio,2010,4,8958283,5901230,65.9,5269891,58.8,631339,10.7
21821,40,Oklahoma,2010,4,2836218,1767216,62.3,1648598,58.1,118618,6.7
21822,41,Oregon,2010,4,3024399,1990068,65.8,1773965,58.7,216103,10.9
21823,42,Pennsylvania,2010,4,10056682,6364141,63.3,5829048,58.0,535093,8.4
21824,44,Rhode Island,2010,4,840394,572934,68.2,505463,60.1,67471,11.8
21825,45,South Carolina,2010,4,3567165,2169966,60.8,1920582,53.8,249384,11.5
21826,46,South Dakota,2010,4,616161,442991,71.9,421101,68.3,21890,4.9
21827,47,Tennessee,2010,4,4916740,3087199,62.8,2778857,56.5,308342,10.0
21828,48,Texas,2010,4,18541655,12222661,65.9,11218075,60.5,1004586,8.2
21829,49,Utah,2010,4,1952084,1353881,69.4,1245364,63.8,108517,8.0
21830,50,Vermont,2010,4,506421,360198,71.1,336797,66.5,23401,6.5
21831,51,Virginia,2010,4,6149198,4159068,67.6,3845699,62.5,313369,7.5
21832,53,Washington,2010,4,5233189,3463843,66.2,3146041,60.1,317802,9.2
21833,54,West Virginia,2010,4,1481245,810822,54.7,740453,50.0,70369,8.7
21834,55,Wisconsin,2010,4,4428585,3089354,69.8,2817875,63.6,271479,8.8
21835,56,Wyoming,2010,4,433003,302183,69.8,280341,64.7,21842,7.2
21836,1,Alabama,2010,5,3700013,2211777,59.8,1983756,53.6,228021,10.3
21837,2,Alaska,2010,5,516810,361511,70.0,331982,64.2,29529,8.2
21838,4,Arizona,2010,5,4843931,3108504,64.2,2785501,57.5,323003,10.4
21839,5,Arkansas,2010,5,2233214,1355055,60.7,1249752,56.0,105303,7.8
21840,6,California,2010,5,28564851,18391244,64.4,16101040,56.4,2290204,12.5
21841,37,Los Angeles County,2010,5,7652768,4943708,64.6,4324255,56.5,619453,12.5
21842,8,Colorado,2010,5,3852091,2717428,70.5,2471774,64.2,245654,9.0
21843,9,Connecticut,2010,5,2804758,1910818,68.1,1727354,61.6,183464,9.6
21844,10,Delaware,2010,5,702130,435187,62.0,397214,56.6,37973,8.7
21845,11,District of Columbia,2010,5,503421,347407,69.0,313225,62.2,34182,9.8
21846,12,Florida,2010,5,14974268,9128507,61.0,8141742,54.4,986765,10.8
21847,13,Georgia,2010,5,7285144,4695916,64.5,4199284,57.6,496632,10.6
21848,15,Hawaii,2010,5,1040697,646474,62.1,602624,57.9,43850,6.8
21849,16,Idaho,2010,5,1164326,763624,65.6,696473,59.8,67151,8.8
21850,17,Illinois,2010,5,9885775,6627042,67.0,5918616,59.9,708426,10.7
21851,18,Indiana,2010,5,4965541,3183430,64.1,2856480,57.5,326950,10.3
21852,19,Iowa,2010,5,2359389,1677764,71.1,1575622,66.8,102142,6.1
21853,20,Kansas,2010,5,2148511,1500581,69.8,1396641,65.0,103940,6.9
21854,21,Kentucky,2010,5,3343644,2063716,61.7,1851019,55.4,212697,10.3
21855,22,Louisiana,2010,5,3437625,2088368,60.8,1934470,56.3,153898,7.4
21856,23,Maine,2010,5,1074480,697946,65.0,638921,59.5,59025,8.5
21857,24,Maryland,2010,5,4495161,3077202,68.5,2835458,63.1,241744,7.9
21858,25,Massachusetts,2010,5,5230789,3481152,66.6,3198192,61.1,282960,8.1
21859,26,Michigan,2010,5,7719607,4779667,61.9,4179998,54.1,599669,12.5
21860,27,Minnesota,2010,5,4111034,2943440,71.6,2726065,66.3,217375,7.4
21861,28,Mississippi,2010,5,2230751,1274962,57.2,1144100,51.3,130862,10.3
21862,29,Missouri,2010,5,4621534,3043234,65.8,2754497,59.6,288737,9.5
21863,30,Montana,2010,5,777863,501975,64.5,465645,59.9,36330,7.2
21864,31,Nebraska,2010,5,1388844,991699,71.4,944751,68.0,46948,4.7
21865,32,Nevada,2010,5,2074378,1359713,65.5,1173032,56.5,186681,13.7
21866,33,New Hampshire,2010,5,1052269,740470,70.4,694958,66.0,45512,6.1
21867,34,New Jersey,2010,5,6871125,4568263,66.5,4125803,60.0,442460,9.7
21868,35,New Mexico,2010,5,1565870,932501,59.6,859086,54.9,73415,7.9
21869,36,New York,2010,5,15346751,9665480,63.0,8819490,57.5,845990,8.8
21870,51000,New York city,2010,5,6549511,3994390,61.0,3607200,55.1,387190,9.7
21871,37,North Carolina,2010,5,7308057,4645967,63.6,4142800,56.7,503167,10.8
21872,38,North Dakota,2010,5,523608,378740,72.3,364640,69.6,14100,3.7
21873,39,Ohio,2010,5,8961281,5892307,65.8,5276565,58.9,615742,10.4
21874,40,Oklahoma,2010,5,2838991,1766844,62.2,1650772,58.1,116072,6.6
21875,41,Oregon,2010,5,3027045,1992953,65.8,1778073,58.7,214880,10.8
21876,42,Pennsylvania,2010,5,10060817,6363851,63.3,5836971,58.0,526880,8.3
21877,44,Rhode Island,2010,5,841072,573007,68.1,506076,60.2,66931,11.7
21878,45,South Carolina,2010,5,3570713,2173188,60.9,1926827,54.0,246361,11.3
21879,46,South Dakota,2010,5,616674,443666,71.9,421758,68.4,21908,4.9
21880,47,Tennessee,2010,5,4921391,3096008,62.9,2793510,56.8,302498,9.8
21881,48,Texas,2010,5,18567698,12244873,65.9,11246029,60.6,998844,8.2
21882,49,Utah,2010,5,1954737,1353095,69.2,1245042,63.7,108053,8.0
21883,50,Vermont,2010,5,506599,360279,71.1,337283,66.6,22996,6.4
21884,51,Virginia,2010,5,6155076,4163253,67.6,3854150,62.6,309103,7.4
21885,53,Washington,2010,5,5237362,3463335,66.1,3148394,60.1,314941,9.1
21886,54,West Virginia,2010,5,1481729,811064,54.7,741736,50.1,69328,8.5
21887,55,Wisconsin,2010,5,4430315,3086350,69.7,2821846,63.7,264504,8.6
21888,56,Wyoming,2010,5,433341,301985,69.7,280897,64.8,21088,7.0
21889,1,Alabama,2010,6,3703287,2214822,59.8,1990063,53.7,224759,10.1
21890,2,Alaska,2010,6,517816,361350,69.8,332315,64.2,29035,8.0
21891,4,Arizona,2010,6,4849422,3102036,64.0,2782917,57.4,319119,10.3
21892,5,Arkansas,2010,6,2235014,1357180,60.7,1252284,56.0,104896,7.7
21893,6,California,2010,6,28591878,18389824,64.3,16113195,56.4,2276629,12.4
21894,37,Los Angeles County,2010,6,7656490,4945886,64.6,4328584,56.5,617302,12.5
21895,8,Colorado,2010,6,3855998,2715479,70.4,2470389,64.1,245090,9.0
21896,9,Connecticut,2010,6,2807133,1914097,68.2,1731412,61.7,182685,9.5
21897,10,Delaware,2010,6,702750,436637,62.1,398992,56.8,37645,8.6
21898,11,District of Columbia,2010,6,504363,347887,69.0,314012,62.3,33875,9.7
21899,12,Florida,2010,6,14988894,9150806,61.1,8165455,54.5,985351,10.8
21900,13,Georgia,2010,6,7293730,4692273,64.3,4199144,57.6,493129,10.5
21901,15,Hawaii,2010,6,1042459,648687,62.2,604821,58.0,43866,6.8
21902,16,Idaho,2010,6,1165402,762884,65.5,696497,59.8,66387,8.7
21903,17,Illinois,2010,6,9890376,6615981,66.9,5925185,59.9,690796,10.4
21904,18,Indiana,2010,6,4968191,3183185,64.1,2861326,57.6,321859,10.1
21905,19,Iowa,2010,6,2360458,1676132,71.0,1575290,66.7,100842,6.0
21906,20,Kansas,2010,6,2149335,1499954,69.8,1397316,65.0,102638,6.8
21907,21,Kentucky,2010,6,3347186,2063356,61.6,1854264,55.4,209092,10.1
21908,22,Louisiana,2010,6,3440859,2091461,60.8,1935671,56.3,155790,7.4
21909,23,Maine,2010,6,1074478,697428,64.9,639223,59.5,58205,8.3
21910,24,Maryland,2010,6,4499403,3081487,68.5,2841759,63.2,239728,7.8
21911,25,Massachusetts,2010,6,5237003,3479736,66.4,3201063,61.1,278673,8.0
21912,26,Michigan,2010,6,7720262,4776679,61.9,4184137,54.2,592542,12.4
21913,27,Minnesota,2010,6,4113576,2943802,71.6,2729228,66.3,214574,7.3
21914,28,Mississippi,2010,6,2232572,1309109,58.6,1179145,52.8,129964,9.9
21915,29,Missouri,2010,6,4624402,3041931,65.8,2755633,59.6,286298,9.4
21916,30,Montana,2010,6,778260,501750,64.5,466046,59.9,35704,7.1
21917,31,Nebraska,2010,6,1389679,992091,71.4,945979,68.1,46112,4.6
21918,32,Nevada,2010,6,2075511,1358272,65.4,1172324,56.5,185948,13.7
21919,33,New Hampshire,2010,6,1052727,740293,70.3,695944,66.1,44349,6.0
21920,34,New Jersey,2010,6,6874715,4564190,66.4,4126170,60.0,438020,9.6
21921,35,New Mexico,2010,6,1567641,932541,59.5,859355,54.8,73186,7.8
21922,36,New York,2010,6,15354060,9654362,62.9,8817095,57.4,837267,8.7
21923,51000,New York city,2010,6,6553749,3989127,60.9,3607156,55.0,381971,9.6
21924,37,North Carolina,2010,6,7318967,4639128,63.4,4147049,56.7,492079,10.6
21925,38,North Dakota,2010,6,524147,379417,72.4,365524,69.7,13893,3.7
21926,39,Ohio,2010,6,8964153,5879456,65.6,5278705,58.9,600751,10.2
21927,40,Oklahoma,2010,6,2841937,1765862,62.1,1652192,58.1,113670,6.4
21928,41,Oregon,2010,6,3029692,1994048,65.8,1780620,58.8,213428,10.7
21929,42,Pennsylvania,2010,6,10064783,6360595,63.2,5842888,58.1,517707,8.1
21930,44,Rhode Island,2010,6,841701,572722,68.0,506386,60.2,66336,11.6
21931,45,South Carolina,2010,6,3574449,2175384,60.9,1931588,54.0,243796,11.2
21932,46,South Dakota,2010,6,617171,444123,72.0,422282,68.4,21841,4.9
21933,47,Tennessee,2010,6,4926066,3101945,63.0,2804364,56.9,297581,9.6
21934,48,Texas,2010,6,18594205,12259778,65.9,11267141,60.6,992637,8.1
21935,49,Utah,2010,6,1957360,1351732,69.1,1244308,63.6,107424,7.9
21936,50,Vermont,2010,6,506795,360157,71.1,337576,66.6,22581,6.3
21937,51,Virginia,2010,6,6161486,4165768,67.6,3861060,62.7,304708,7.3
21938,53,Washington,2010,6,5241659,3461303,66.0,3148334,60.1,312969,9.0
21939,54,West Virginia,2010,6,1482223,810955,54.7,742393,50.1,68562,8.5
21940,55,Wisconsin,2010,6,4432000,3082609,69.6,2824115,63.7,258494,8.4
21941,56,Wyoming,2010,6,433698,301753,69.6,281308,64.9,20445,6.8
21942,1,Alabama,2010,7,3706618,2215237,59.8,1992482,53.8,222755,10.1
21943,2,Alaska,2010,7,518874,361237,69.6,332532,64.1,28705,7.9
21944,4,Arizona,2010,7,4855271,3094880,63.7,2779038,57.2,315842,10.2
21945,5,Arkansas,2010,7,2237003,1358003,60.7,1253026,56.0,104977,7.7
21946,6,California,2010,7,28619823,18384037,64.2,16113653,56.3,2270384,12.3
21947,37,Los Angeles County,2010,7,7660269,4946267,64.6,4329176,56.5,617091,12.5
21948,8,Colorado,2010,7,3860150,2713677,70.3,2467557,63.9,246120,9.1
21949,9,Connecticut,2010,7,2809705,1916460,68.2,1734133,61.7,182327,9.5
21950,10,Delaware,2010,7,703370,437815,62.2,400363,56.9,37452,8.6
21951,11,District of Columbia,2010,7,505328,347929,68.9,314145,62.2,33784,9.7
21952,12,Florida,2010,7,15004298,9169009,61.1,8181978,54.5,987031,10.8
21953,13,Georgia,2010,7,7301868,4691252,64.2,4198521,57.5,492731,10.5
21954,15,Hawaii,2010,7,1044210,650583,62.3,606535,58.1,44048,6.8
21955,16,Idaho,2010,7,1166472,761967,65.3,696118,59.7,65849,8.6
21956,17,Illinois,2010,7,9895347,6605960,66.8,5929180,59.9,676780,10.2
