,FIPS_Code,State,Year,Month,Civilian_Pop,Civilian_Labor_Force,Labor_Force_Pct,Employed_Total,Employed_Pct,Unemployed_Total,Unemployed_Rate
23426,1,Alabama,2012,11,3754422,2184400,58.2,2015057,53.7,169343,7.8
23427,2,Alaska,2012,11,536679,364384,67.9,338657,63.1,25727,7.1
23428,4,Arizona,2012,11,5037642,3060910,60.8,2814217,55.9,246693,8.1
23429,5,Arkansas,2012,11,2271525,1340897,59.0,1244873,54.8,96024,7.2
23430,6,California,2012,11,29427545,18553309,63.0,16717341,56.8,1835968,9.9
23431,37,Los Angeles County,2012,11,7834629,4926132,62.9,4410985,56.3,515147,10.5
23432,8,Colorado,2012,11,4020894,2760368,68.7,2552987,63.5,207381,7.5
23433,9,Connecticut,2012,11,2851060,1871522,65.6,1715773,60.2,155749,8.3
23434,10,Delaware,2012,11,722434,445776,61.7,414226,57.3,31550,7.1
23435,11,District of Columbia,2012,11,532434,373228,70.1,340978,64.0,32250,8.6
23436,12,Florida,2012,11,15529025,9379264,60.4,8612023,55.5,767241,8.2
23437,13,Georgia,2012,11,7510285,4779443,63.6,4365109,58.1,414334,8.7
23438,15,Hawaii,2012,11,1069163,649173,60.7,615327,57.6,33846,5.2
23439,16,Idaho,2012,11,1199143,773460,64.5,718524,59.9,54936,7.1
23440,17,Illinois,2012,11,10009289,6598094,65.9,6001684,60.0,596410,9.0
23441,18,Indiana,2012,11,5045719,3172886,62.9,2912626,57.7,260260,8.2
23442,19,Iowa,2012,11,2396074,1661913,69.4,1579766,65.9,82147,4.9
23443,20,Kansas,2012,11,2178728,1492672,68.5,1409248,64.7,83424,5.6
23444,21,Kentucky,2012,11,3398358,2073384,61.0,1905934,56.1,167450,8.1
23445,22,Louisiana,2012,11,3512113,2092996,59.6,1957453,55.7,135543,6.5
23446,23,Maine,2012,11,1083716,702606,64.8,652681,60.2,49925,7.1
23447,24,Maryland,2012,11,4617887,3137652,67.9,2924538,63.3,213114,6.8
23448,25,Massachusetts,2012,11,5374322,3515318,65.4,3279422,61.0,235896,6.7
23449,26,Michigan,2012,11,7807358,4706523,60.3,4283628,54.9,422895,9.0
23450,27,Minnesota,2012,11,4198575,2962759,70.6,2800283,66.7,162476,5.5
23451,28,Mississippi,2012,11,2258163,1327884,58.8,1213261,53.7,114623,8.6
23452,29,Missouri,2012,11,4679343,3008994,64.3,2799168,59.8,209826,7.0
23453,30,Montana,2012,11,794361,508875,64.1,480628,60.5,28247,5.6
23454,31,Nebraska,2012,11,1415169,1018499,72.0,979433,69.2,39066,3.8
23455,32,Nevada,2012,11,2135395,1369310,64.1,1219490,57.1,149820,10.9
23456,33,New Hampshire,2012,11,1071681,744167,69.4,702822,65.6,41345,5.6
23457,34,New Jersey,2012,11,6960227,4584357,65.9,4159323,59.8,425034,9.3
23458,35,New Mexico,2012,11,1596869,933099,58.4,868064,54.4,65035,7.0
23459,36,New York,2012,11,15598977,9645668,61.8,8833612,56.6,812056,8.4
23460,51000,New York city,2012,11,6709860,4044055,60.3,3672533,54.7,371522,9.2
23461,37,North Carolina,2012,11,7539565,4758979,63.1,4308809,57.1,450170,9.5
23462,38,North Dakota,2012,11,549819,397899,72.4,386044,70.2,11855,3.0
23463,39,Ohio,2012,11,9038657,5703304,63.1,5287084,58.5,416220,7.3
23464,40,Oklahoma,2012,11,2905208,1802927,62.1,1711235,58.9,91692,5.1
23465,41,Oregon,2012,11,3109580,1945807,62.6,1778641,57.2,167166,8.6
23466,42,Pennsylvania,2012,11,10170070,6475700,63.7,5977993,58.8,497707,7.7
23467,44,Rhode Island,2012,11,849371,563414,66.3,508614,59.9,54800,9.7
23468,45,South Carolina,2012,11,3673606,2198590,59.8,2011982,54.8,186608,8.5
23469,46,South Dakota,2012,11,634713,447969,70.6,430360,67.8,17609,3.9
23470,47,Tennessee,2012,11,5038650,3103321,61.6,2860286,56.8,243035,7.8
23471,48,Texas,2012,11,19465766,12716045,65.3,11895325,61.1,820720,6.5
23472,49,Utah,2012,11,2040092,1364818,66.9,1301946,63.8,62872,4.6
23473,50,Vermont,2012,11,512079,353111,69.0,336683,65.7,16428,4.7
23474,51,Virginia,2012,11,6346515,4230245,66.7,3989727,62.9,240518,5.7
23475,53,Washington,2012,11,5405191,3464221,64.1,3219140,59.6,245081,7.1
23476,54,West Virginia,2012,11,1488374,807801,54.3,749142,50.3,58659,7.3
23477,55,Wisconsin,2012,11,4491084,3074792,68.5,2864732,63.8,210060,6.8
23478,56,Wyoming,2012,11,446255,303456,68.0,287578,64.4,15878,5.2
23479,1,Alabama,2012,12,3756121,2183700,58.1,2015725,53.7,167975,7.7
23480,2,Alaska,2012,12,537018,364287,67.8,338581,63.0,25706,7.1
23481,4,Arizona,2012,12,5044028,3060362,60.7,2813704,55.8,246658,8.1
23482,5,Arkansas,2012,12,2272297,1339452,58.9,1243386,54.7,96066,7.2
23483,6,California,2012,12,29455494,18562700,63.0,16747321,56.9,1815379,9.8
23484,37,Los Angeles County,2012,12,7840485,4934209,62.9,4421509,56.4,512700,10.4
23485,8,Colorado,2012,12,4026842,2762211,68.6,2558031,63.5,204180,7.4
23486,9,Connecticut,2012,12,2851914,1869431,65.6,1714212,60.1,155219,8.3
23487,10,Delaware,2012,12,723135,445343,61.6,413820,57.2,31523,7.1
23488,11,District of Columbia,2012,12,533355,374209,70.2,341766,64.1,32443,8.7
23489,12,Florida,2012,12,15548277,9382701,60.3,8621568,55.5,761133,8.1
23490,13,Georgia,2012,12,7516903,4776076,63.5,4363590,58.1,412486,8.6
23491,15,Hawaii,2012,12,1070064,648487,60.6,615337,57.5,33150,5.1
23492,16,Idaho,2012,12,1200386,773323,64.4,718703,59.9,54620,7.1
23493,17,Illinois,2012,12,10012126,6592899,65.8,5991770,59.8,601129,9.1
23494,18,Indiana,2012,12,5048319,3175152,62.9,2914128,57.7,261024,8.2
23495,19,Iowa,2012,12,2397326,1662647,69.4,1580457,65.9,82190,4.9
23496,20,Kansas,2012,12,2179407,1492648,68.5,1409265,64.7,83383,5.6
23497,21,Kentucky,2012,12,3400281,2072953,61.0,1906182,56.1,166771,8.0
23498,22,Louisiana,2012,12,3514047,2096245,59.7,1958519,55.7,137726,6.6
23499,23,Maine,2012,12,1083895,703024,64.9,653171,60.3,49853,7.1
23500,24,Maryland,2012,12,4621036,3138497,67.9,2925667,63.3,212830,6.8
23501,25,Massachusetts,2012,12,5378843,3514801,65.3,3278423,61.0,236378,6.7
23502,26,Michigan,2012,12,7810081,4711644,60.3,4287975,54.9,423669,9.0
23503,27,Minnesota,2012,12,4201294,2964526,70.6,2803934,66.7,160592,5.4
23504,28,Mississippi,2012,12,2259083,1326506,58.7,1212063,53.7,114443,8.6
23505,29,Missouri,2012,12,4680944,3009177,64.3,2799741,59.8,209436,7.0
23506,30,Montana,2012,12,795056,509103,64.0,481061,60.5,28042,5.5
23507,31,Nebraska,2012,12,1415931,1018587,71.9,979573,69.2,39014,3.8
23508,32,Nevada,2012,12,2137941,1369233,64.0,1220968,57.1,148265,10.8
23509,33,New Hampshire,2012,12,1072177,744222,69.4,702860,65.6,41362,5.6
23510,34,New Jersey,2012,12,6962332,4582248,65.8,4160353,59.8,421895,9.2
23511,35,New Mexico,2012,12,1597581,933029,58.4,867842,54.3,65187,7.0
23512,36,New York,2012,12,15605129,9647282,61.8,8840572,56.7,806710,8.4
23513,51000,New York city,2012,12,6713560,4045919,60.3,3675466,54.7,370453,9.2
23514,37,North Carolina,2012,12,7547372,4761413,63.1,4311658,57.1,449755,9.4
23515,38,North Dakota,2012,12,551094,398367,72.3,386448,70.1,11919,3.0
23516,39,Ohio,2012,12,9041658,5701489,63.1,5279998,58.4,421491,7.4
23517,40,Oklahoma,2012,12,2907466,1802218,62.0,1709988,58.8,92230,5.1
23518,41,Oregon,2012,12,3111712,1940426,62.4,1775016,57.0,165410,8.5
23519,42,Pennsylvania,2012,12,10171681,6469454,63.6,5974427,58.7,495027,7.7
23520,44,Rhode Island,2012,12,849569,562969,66.3,508737,59.9,54232,9.6
23521,45,South Carolina,2012,12,3677820,2199962,59.8,2014398,54.8,185564,8.4
23522,46,South Dakota,2012,12,635283,447801,70.5,430364,67.7,17437,3.9
23523,47,Tennessee,2012,12,5042229,3103871,61.6,2859008,56.7,244863,7.9
23524,48,Texas,2012,12,19495239,12730458,65.3,11905455,61.1,825003,6.5
23525,49,Utah,2012,12,2043202,1367434,66.9,1305067,63.9,62367,4.6
23526,50,Vermont,2012,12,512177,352575,68.8,336348,65.7,16227,4.6
23527,51,Virginia,2012,12,6351838,4231663,66.6,3992299,62.9,239364,5.7
23528,53,Washington,2012,12,5409915,3459702,64.0,3219911,59.5,239791,6.9
23529,54,West Virginia,2012,12,1488239,806607,54.2,748703,50.3,57904,7.2
23530,55,Wisconsin,2012,12,4493010,3076106,68.5,2864807,63.8,211299,6.9
23531,56,Wyoming,2012,12,446641,303094,67.9,287479,64.4,15615,5.2
23532,1,Alabama,2013,1,3757648,2181651,58.1,2015043,53.6,166608,7.6
23533,2,Alaska,2013,1,537343,364023,67.7,338344,63.0,25679,7.1
23534,4,Arizona,2013,1,5050211,3058620,60.6,2811785,55.7,246835,8.1
23535,5,Arkansas,2013,1,2272945,1338053,58.9,1241811,54.6,96242,7.2
23536,6,California,2013,1,29482749,18564212,63.0,16769858,56.9,1794354,9.7
23537,37,Los Angeles County,2013,1,7846618,4939263,62.9,4429189,56.4,510074,10.3
23538,8,Colorado,2013,1,4032567,2762675,68.5,2561687,63.5,200988,7.3
23539,9,Connecticut,2013,1,2852640,1866718,65.4,1712022,60.0,154696,8.3
23540,10,Delaware,2013,1,723860,444691,61.4,413236,57.1,31455,7.1
23541,11,District of Columbia,2013,1,534268,374703,70.1,342127,64.0,32576,8.7
23542,12,Florida,2013,1,15566837,9383321,60.3,8628007,55.4,755314,8.0
23543,13,Georgia,2013,1,7523422,4771071,63.4,4360605,58.0,410466,8.6
23544,15,Hawaii,2013,1,1070910,647730,60.5,615167,57.4,32563,5.0
23545,16,Idaho,2013,1,1201563,773064,64.3,718684,59.8,54380,7.0
23546,17,Illinois,2013,1,10014774,6584280,65.7,5978819,59.7,605461,9.2
23547,18,Indiana,2013,1,5050615,3176337,62.9,2915330,57.7,261007,8.2
23548,19,Iowa,2013,1,2398438,1662643,69.3,1580382,65.9,82261,4.9
23549,20,Kansas,2013,1,2179995,1492010,68.4,1408859,64.6,83151,5.6
23550,21,Kentucky,2013,1,3402047,2071047,60.9,1904810,56.0,166237,8.0
23551,22,Louisiana,2013,1,3515759,2098900,59.7,1958670,55.7,140230,6.7
23552,23,Maine,2013,1,1084015,703233,64.9,653477,60.3,49756,7.1
23553,24,Maryland,2013,1,4623925,3138015,67.9,2925435,63.3,212580,6.8
23554,25,Massachusetts,2013,1,5383100,3513585,65.3,3276681,60.9,236904,6.7
23555,26,Michigan,2013,1,7812340,4715747,60.4,4292124,54.9,423623,9.0
23556,27,Minnesota,2013,1,4203761,2964871,70.5,2806119,66.8,158752,5.4
23557,28,Mississippi,2013,1,2259916,1316549,58.3,1202216,53.2,114333,8.7
23558,29,Missouri,2013,1,4682302,3008594,64.3,2799781,59.8,208813,6.9
23559,30,Montana,2013,1,795706,509349,64.0,481423,60.5,27926,5.5
23560,31,Nebraska,2013,1,1416648,1018110,71.9,979223,69.1,38887,3.8
23561,32,Nevada,2013,1,2140368,1368931,64.0,1222071,57.1,146860,10.7
23562,33,New Hampshire,2013,1,1072588,743915,69.4,702626,65.5,41289,5.6
23563,34,New Jersey,2013,1,6964061,4576918,65.7,4158784,59.7,418134,9.1
23564,35,New Mexico,2013,1,1598239,932257,58.3,867056,54.3,65201,7.0
23565,36,New York,2013,1,15610658,9643243,61.8,8842773,56.6,800470,8.3
23566,51000,New York city,2013,1,6717524,4045886,60.2,3676776,54.7,369110,9.1
23567,37,North Carolina,2013,1,7555048,4761137,63.0,4312086,57.1,449051,9.4
23568,38,North Dakota,2013,1,552273,398890,72.2,386941,70.1,11949,3.0
23569,39,Ohio,2013,1,9044122,5699301,63.0,5272736,58.3,426565,7.5
23570,40,Oklahoma,2013,1,2909622,1800908,61.9,1708092,58.7,92816,5.2
23571,41,Oregon,2013,1,3113662,1934879,62.1,1771649,56.9,163230,8.4
23572,42,Pennsylvania,2013,1,10172653,6459448,63.5,5968637,58.7,490811,7.6
23573,44,Rhode Island,2013,1,849729,562023,66.1,508212,59.8,53811,9.6
23574,45,South Carolina,2013,1,3682101,2200061,59.8,2016002,54.8,184059,8.4
23575,46,South Dakota,2013,1,635838,447554,70.4,430244,67.7,17310,3.9
23576,47,Tennessee,2013,1,5045479,3102423,61.5,2855543,56.6,246880,8.0
23577,48,Texas,2013,1,19524317,12743658,65.3,11912520,61.0,831138,6.5
23578,49,Utah,2013,1,2046163,1369579,66.9,1307839,63.9,61740,4.5
23579,50,Vermont,2013,1,512268,351969,68.7,335874,65.6,16095,4.6
23580,51,Virginia,2013,1,6356655,4230986,66.6,3992211,62.8,238775,5.6
23581,53,Washington,2013,1,5414242,3457127,63.9,3219092,59.5,238035,6.9
23582,54,West Virginia,2013,1,1487993,804803,54.1,747905,50.3,56898,7.1
23583,55,Wisconsin,2013,1,4494635,3076445,68.4,2863647,63.7,212798,6.9
23584,56,Wyoming,2013,1,446965,302668,67.7,287303,64.3,15365,5.1
23585,1,Alabama,2013,2,3758678,2178756,58.0,2013876,53.6,164880,7.6
23586,2,Alaska,2013,2,537489,363684,67.7,338057,62.9,25627,7.0
23587,4,Arizona,2013,2,5055713,3056893,60.5,2810201,55.6,246692,8.1
23588,5,Arkansas,2013,2,2273256,1336764,58.8,1240366,54.6,96398,7.2
23589,6,California,2013,2,29506019,18561589,62.9,16789624,56.9,1771965,9.5
23590,37,Los Angeles County,2013,2,7852047,4942531,62.9,4435657,56.5,506874,10.3
23591,8,Colorado,2013,2,4037908,2762415,68.4,2564483,63.5,197932,7.2
23592,9,Connecticut,2013,2,2852925,1864254,65.3,1710153,59.9,154101,8.3
23593,10,Delaware,2013,2,724430,443906,61.3,412611,57.0,31295,7.0
23594,11,District of Columbia,2013,2,535108,374879,70.1,342281,64.0,32598,8.7
23595,12,Florida,2013,2,15582898,9383328,60.2,8634844,55.4,748484,8.0
23596,13,Georgia,2013,2,7528788,4765817,63.3,4357909,57.9,407908,8.6
23597,15,Hawaii,2013,2,1071588,647257,60.4,615252,57.4,32005,4.9
23598,16,Idaho,2013,2,1202567,773031,64.3,718812,59.8,54219,7.0
23599,17,Illinois,2013,2,10015870,6574749,65.6,5966349,59.6,608400,9.3
23600,18,Indiana,2013,2,5052297,3177057,62.9,2917239,57.7,259818,8.2
23601,19,Iowa,2013,2,2399210,1662690,69.3,1580469,65.9,82221,4.9
23602,20,Kansas,2013,2,2180283,1491109,68.4,1408465,64.6,82644,5.5
23603,21,Kentucky,2013,2,3403390,2068320,60.8,1902317,55.9,166003,8.0
23604,22,Louisiana,2013,2,3517123,2100577,59.7,1958498,55.7,142079,6.8
23605,23,Maine,2013,2,1083932,703337,64.9,653775,60.3,49562,7.0
23606,24,Maryland,2013,2,4626344,3136770,67.8,2924605,63.2,212165,6.8
23607,25,Massachusetts,2013,2,5386735,3512599,65.2,3275220,60.8,237379,6.8
23608,26,Michigan,2013,2,7813604,4719805,60.4,4297093,55.0,422712,9.0
23609,27,Minnesota,2013,2,4205765,2964112,70.5,2807168,66.7,156944,5.3
23610,28,Mississippi,2013,2,2260438,1306538,57.8,1192627,52.8,113911,8.7
23611,29,Missouri,2013,2,4682883,3008137,64.2,2800121,59.8,208016,6.9
23612,30,Montana,2013,2,796277,509687,64.0,481801,60.5,27886,5.5
23613,31,Nebraska,2013,2,1417132,1017500,71.8,978771,69.1,38729,3.8
23614,32,Nevada,2013,2,2142588,1368771,63.9,1223325,57.1,145446,10.6
23615,33,New Hampshire,2013,2,1072862,743386,69.3,702355,65.5,41031,5.5
23616,34,New Jersey,2013,2,6964965,4569169,65.6,4155701,59.7,413468,9.0
23617,35,New Mexico,2013,2,1598702,931106,58.2,866088,54.2,65018,7.0
23618,36,New York,2013,2,15614322,9637148,61.7,8844420,56.6,792728,8.2
23619,51000,New York city,2013,2,6720796,4045599,60.2,3678376,54.7,367223,9.1
23620,37,North Carolina,2013,2,7561511,4743684,62.7,4311836,57.0,431848,9.1
23621,38,North Dakota,2013,2,553397,399469,72.2,387536,70.0,11933,3.0
23622,39,Ohio,2013,2,9045438,5698685,63.0,5268265,58.2,430420,7.6
23623,40,Oklahoma,2013,2,2911344,1799714,61.8,1706445,58.6,93269,5.2
23624,41,Oregon,2013,2,3115248,1929899,62.0,1769268,56.8,160631,8.3
23625,42,Pennsylvania,2013,2,10172294,6448317,63.4,5963576,58.6,484741,7.5
23626,44,Rhode Island,2013,2,849823,560911,66.0,507392,59.7,53519,9.5
23627,45,South Carolina,2013,2,3685529,2199344,59.7,2017705,54.7,181639,8.3
23628,46,South Dakota,2013,2,636282,447340,70.3,430138,67.6,17202,3.8
23629,47,Tennessee,2013,2,5048169,3099418,61.4,2851148,56.5,248270,8.0
23630,48,Texas,2013,2,19550750,12757010,65.3,11921233,61.0,835777,6.6
23631,49,Utah,2013,2,2048975,1371797,67.0,1310766,64.0,61031,4.4
23632,50,Vermont,2013,2,512289,351387,68.6,335357,65.5,16030,4.6
23633,51,Virginia,2013,2,6360904,4229626,66.5,3991100,62.7,238526,5.6
23634,53,Washington,2013,2,5418035,3447914,63.6,3217874,59.4,230040,6.7
23635,54,West Virginia,2013,2,1487540,802827,54.0,747084,50.2,55743,6.9
23636,55,Wisconsin,2013,2,4495713,3076554,68.4,2862894,63.7,213660,6.9
23637,56,Wyoming,2013,2,447276,302300,67.6,287193,64.2,15107,5.0
23638,1,Alabama,2013,3,3759971,2175993,57.9,2013323,53.5,162670,7.5
23639,2,Alaska,2013,3,537668,363411,67.6,337876,62.8,25535,7.0
23640,4,Arizona,2013,3,5061297,3056334,60.4,2810619,55.5,245715,8.0
23641,5,Arkansas,2013,3,2273760,1335682,58.7,1239345,54.5,96337,7.2
23642,6,California,2013,3,29528672,18560032,62.9,16812502,56.9,1747530,9.4
23643,37,Los Angeles County,2013,3,7857778,4945644,62.9,4442932,56.5,502712,10.2
23644,8,Colorado,2013,3,4043296,2762705,68.3,2567602,63.5,195103,7.1
23645,9,Connecticut,2013,3,2853432,1863120,65.3,1709824,59.9,153296,8.2
23646,10,Delaware,2013,3,725014,443158,61.1,412171,56.9,30987,7.0
23647,11,District of Columbia,2013,3,535975,374852,69.9,342391,63.9,32461,8.7
23648,12,Florida,2013,3,15599379,9385906,60.2,8646346,55.4,739560,7.9
23649,13,Georgia,2013,3,7534514,4761620,63.2,4357295,57.8,404325,8.5
23650,15,Hawaii,2013,3,1071995,647266,60.4,615831,57.4,31435,4.9
23651,16,Idaho,2013,3,1203694,773507,64.3,719407,59.8,54100,7.0
23652,17,Illinois,2013,3,10017644,6567333,65.6,5958222,59.5,609111,9.3
23653,18,Indiana,2013,3,5054512,3178518,62.9,2921428,57.8,257090,8.1
23654,19,Iowa,2013,3,2400220,1664171,69.3,1582269,65.9,81902,4.9
23655,20,Kansas,2013,3,2180605,1490526,68.4,1408599,64.6,81927,5.5
23656,21,Kentucky,2013,3,3404973,2065701,60.7,1899808,55.8,165893,8.0
23657,22,Louisiana,2013,3,3518645,2101504,59.7,1958880,55.7,142624,6.8
23658,23,Maine,2013,3,1084035,703516,64.9,654325,60.4,49191,7.0
23659,24,Maryland,2013,3,4628785,3135411,67.7,2924180,63.2,211231,6.7
23660,25,Massachusetts,2013,3,5390711,3513023,65.2,3275474,60.8,237549,6.8
23661,26,Michigan,2013,3,7815609,4724478,60.4,4303586,55.1,420892,8.9
23662,27,Minnesota,2013,3,4208174,2962646,70.4,2807616,66.7,155030,5.2
23663,28,Mississippi,2013,3,2261049,1296897,57.4,1183985,52.4,112912,8.7
23664,29,Missouri,2013,3,4683981,3008816,64.2,2801682,59.8,207134,6.9
23665,30,Montana,2013,3,796883,510119,64.0,482245,60.5,27874,5.5
23666,31,Nebraska,2013,3,1417718,1017147,71.7,978654,69.0,38493,3.8
23667,32,Nevada,2013,3,2144822,1368999,63.8,1225232,57.1,143767,10.5
23668,33,New Hampshire,2013,3,1073254,742974,69.2,702439,65.4,40535,5.5
23669,34,New Jersey,2013,3,6966158,4560491,65.5,4152943,59.6,407548,8.9
23670,35,New Mexico,2013,3,1599082,930071,58.2,865458,54.1,64613,6.9
23671,36,New York,2013,3,15618567,9634141,61.7,8850795,56.7,783346,8.1
23672,51000,New York city,2013,3,6724376,4047400,60.2,3682548,54.8,364852,9.0
23673,37,North Carolina,2013,3,7567949,4728352,62.5,4313036,57.0,415316,8.8
23674,38,North Dakota,2013,3,554566,400112,72.1,388244,70.0,11868,3.0
23675,39,Ohio,2013,3,9047646,5701127,63.0,5269020,58.2,432107,7.6
23676,40,Oklahoma,2013,3,2913218,1799353,61.8,1706007,58.6,93346,5.2
23677,41,Oregon,2013,3,3117028,1926144,61.8,1768464,56.7,157680,8.2
23678,42,Pennsylvania,2013,3,10172856,6439008,63.3,5961886,58.6,477122,7.4
23679,44,Rhode Island,2013,3,849916,559931,65.9,506604,59.6,53327,9.5
23680,45,South Carolina,2013,3,3689192,2198641,59.6,2020519,54.8,178122,8.1
23681,46,South Dakota,2013,3,636784,447292,70.2,430213,67.6,17079,3.8
23682,47,Tennessee,2013,3,5051173,3095898,61.3,2847593,56.4,248305,8.0
23683,48,Texas,2013,3,19577084,12772688,65.2,11936855,61.0,835833,6.5
23684,49,Utah,2013,3,2051950,1374623,67.0,1314333,64.1,60290,4.4
23685,50,Vermont,2013,3,512344,350931,68.5,334949,65.4,15982,4.6
23686,51,Virginia,2013,3,6364931,4229584,66.5,3991308,62.7,238276,5.6
23687,53,Washington,2013,3,5421904,3449293,63.6,3218064,59.4,231229,6.7
23688,54,West Virginia,2013,3,1487252,801204,53.9,746643,50.2,54561,6.8
23689,55,Wisconsin,2013,3,4497218,3077411,68.4,2864201,63.7,213210,6.9
23690,56,Wyoming,2013,3,447597,302083,67.5,287262,64.2,14821,4.9
23691,1,Alabama,2013,4,3761425,2174613,57.8,2014210,53.5,160403,7.4
23692,2,Alaska,2013,4,537746,363341,67.6,337923,62.8,25418,7.0
23693,4,Arizona,2013,4,5067183,3057784,60.3,2813639,55.5,244145,8.0
23694,5,Arkansas,2013,4,2274396,1334874,58.7,1238821,54.5,96053,7.2
23695,6,California,2013,4,29553252,18565682,62.8,16842626,57.0,1723056,9.3
23696,37,Los Angeles County,2013,4,7863789,4951161,63.0,4453164,56.6,497997,10.1
23697,8,Colorado,2013,4,4048786,2764238,68.3,2571622,63.5,192616,7.0
23698,9,Connecticut,2013,4,2854082,1863931,65.3,1711614,60.0,152317,8.2
23699,10,Delaware,2013,4,725670,442681,61.0,412135,56.8,30546,6.9
23700,11,District of Columbia,2013,4,536873,374770,69.8,342590,63.8,32180,8.6
23701,12,Florida,2013,4,15616676,9394008,60.2,8664776,55.5,729232,7.8
23702,13,Georgia,2013,4,7540542,4759649,63.1,4359853,57.8,399796,8.4
23703,15,Hawaii,2013,4,1072314,647794,60.4,616903,57.5,30891,4.8
23704,16,Idaho,2013,4,1204876,774575,64.3,720581,59.8,53994,7.0
23705,17,Illinois,2013,4,10020076,6564365,65.5,5956555,59.4,607810,9.3
23706,18,Indiana,2013,4,5056968,3181648,62.9,2928625,57.9,253023,8.0
23707,19,Iowa,2013,4,2401380,1668153,69.5,1586806,66.1,81347,4.9
23708,20,Kansas,2013,4,2180991,1490653,68.3,1409461,64.6,81192,5.4
23709,21,Kentucky,2013,4,3406648,2064135,60.6,1898417,55.7,165718,8.0
23710,22,Louisiana,2013,4,3520231,2102390,59.7,1960578,55.7,141812,6.7
23711,23,Maine,2013,4,1084137,704005,64.9,655326,60.4,48679,6.9
23712,24,Maryland,2013,4,4631489,3134729,67.7,2925125,63.2,209604,6.7
23713,25,Massachusetts,2013,4,5395058,3515403,65.2,3278014,60.8,237389,6.8
23714,26,Michigan,2013,4,7818028,4730864,60.5,4311970,55.2,418894,8.9
23715,27,Minnesota,2013,4,4210788,2961290,70.3,2808242,66.7,153048,5.2
23716,28,Mississippi,2013,4,2261758,1288199,57.0,1176746,52.0,111453,8.7
23717,29,Missouri,2013,4,4685292,3011278,64.3,2804770,59.9,206508,6.9
23718,30,Montana,2013,4,797508,510594,64.0,482766,60.5,27828,5.5
23719,31,Nebraska,2013,4,1418345,1017223,71.7,978991,69.0,38232,3.8
23720,32,Nevada,2013,4,2147154,1369806,63.8,1227979,57.2,141827,10.4
23721,33,New Hampshire,2013,4,1073702,743014,69.2,703126,65.5,39888,5.4
23722,34,New Jersey,2013,4,6967792,4552734,65.3,4152015,59.6,400719,8.8
23723,35,New Mexico,2013,4,1599541,929563,58.1,865440,54.1,64123,6.9
23724,36,New York,2013,4,15623754,9638121,61.7,8864330,56.7,773791,8.0
23725,51000,New York city,2013,4,6728207,4052849,60.2,3690072,54.8,362777,9.0
23726,37,North Carolina,2013,4,7574572,4716914,62.3,4317396,57.0,399518,8.5
23727,38,North Dakota,2013,4,555715,400851,72.1,389070,70.0,11781,2.9
23728,39,Ohio,2013,4,9050334,5706929,63.1,5274989,58.3,431940,7.6
23729,40,Oklahoma,2013,4,2915228,1800235,61.8,1707161,58.6,93074,5.2
23730,41,Oregon,2013,4,3119039,1924158,61.7,1769494,56.7,154664,8.0
23731,42,Pennsylvania,2013,4,10173942,6433901,63.2,5964767,58.6,469134,7.3
23732,44,Rhode Island,2013,4,850003,559297,65.8,506046,59.5,53251,9.5
23733,45,South Carolina,2013,4,3692969,2198847,59.5,2024897,54.8,173950,7.9
23734,46,South Dakota,2013,4,637283,447485,70.2,430546,67.6,16939,3.8
23735,47,Tennessee,2013,4,5054403,3092912,61.2,2845925,56.3,246987,8.0
23736,48,Texas,2013,4,19604472,12793456,65.3,11962083,61.0,831373,6.5
23737,49,Utah,2013,4,2055016,1378344,67.1,1318709,64.2,59635,4.3
23738,50,Vermont,2013,4,512436,350684,68.4,334772,65.3,15912,4.5
23739,51,Virginia,2013,4,6368944,4232119,66.4,3994223,62.7,237896,5.6
23740,53,Washington,2013,4,5425892,3452380,63.6,3220670,59.4,231710,6.7
23741,54,West Virginia,2013,4,1487041,800277,53.8,746757,50.2,53520,6.7
23742,55,Wisconsin,2013,4,4499003,3079639,68.5,2868180,63.8,211459,6.9
23743,56,Wyoming,2013,4,447925,302063,67.4,287539,64.2,14524,4.8
23744,1,Alabama,2013,5,3763029,2174482,57.8,2015808,53.6,158674,7.3
23745,2,Alaska,2013,5,538284,363431,67.5,338083,62.8,25348,7.0
23746,4,Arizona,2013,5,5073301,3060694,60.3,2818192,55.5,242502,7.9
23747,5,Arkansas,2013,5,2275077,1334104,58.6,1238431,54.4,95673,7.2
23748,6,California,2013,5,29579760,18576563,62.8,16874399,57.0,1702164,9.2
23749,37,Los Angeles County,2013,5,7869497,4959134,63.0,4465499,56.7,493635,10.0
23750,8,Colorado,2013,5,4054895,2766305,68.2,2575647,63.5,190658,6.9
23751,9,Connecticut,2013,5,2854892,1866153,65.4,1714775,60.1,151378,8.1
23752,10,Delaware,2013,5,726339,442526,60.9,412480,56.8,30046,6.8
23753,11,District of Columbia,2013,5,537773,374621,69.7,342718,63.7,31903,8.5
23754,12,Florida,2013,5,15635293,9405649,60.2,8686257,55.6,719392,7.6
23755,13,Georgia,2013,5,7547515,4758784,63.1,4363716,57.8,395068,8.3
23756,15,Hawaii,2013,5,1073510,648702,60.4,618211,57.6,30491,4.7
23757,16,Idaho,2013,5,1206138,776008,64.3,722073,59.9,53935,7.0
23758,17,Illinois,2013,5,10022943,6564150,65.5,5958543,59.4,605607,9.2
