,FIPS_Code,State,Year,Month,Civilian_Pop,Civilian_Labor_Force,Labor_Force_Pct,Employed_Total,Employed_Pct,Unemployed_Total,Unemployed_Rate,Population,gdp,treatment
144,16,Idaho,2010,1,1157503,762726,65.9,693074,59.9,69652,9.1,1570746.0,57952.9,0
145,16,Idaho,2010,2,1158417,763525,65.9,694203,59.9,69322,9.1,1570746.0,57952.9,0
146,16,Idaho,2010,3,1159426,763983,65.9,695240,60.0,68743,9.0,1570746.0,57952.9,0
147,16,Idaho,2010,4,1163327,764012,65.7,696013,59.8,67999,8.9,1570746.0,57952.9,0
148,16,Idaho,2010,5,1164326,763624,65.6,696473,59.8,67151,8.8,1570746.0,57952.9,0
149,16,Idaho,2010,6,1165402,762884,65.5,696497,59.8,66387,8.7,1570746.0,57952.9,0
150,16,Idaho,2010,7,1166472,761967,65.3,696118,59.7,65849,8.6,1570746.0,57952.9,0
151,16,Idaho,2010,8,1167725,761137,65.2,695586,59.6,65551,8.6,1570746.0,57952.9,0
152,16,Idaho,2010,9,1168906,760571,65.1,695155,59.5,65416,8.6,1570746.0,57952.9,0
153,16,Idaho,2010,10,1170177,760364,65.0,695058,59.4,65306,8.6,1570746.0,57952.9,0
154,16,Idaho,2010,11,1171219,760441,64.9,695300,59.4,65141,8.6,1570746.0,57952.9,0
155,16,Idaho,2010,12,1172254,760670,64.9,695790,59.4,64880,8.5,1570746.0,57952.9,0
180,19,Iowa,2010,1,2341680,1668161,71.2,1560395,66.6,107766,6.5,3050745.0,150099.2,0
181,19,Iowa,2010,2,2342488,1671781,71.4,1564951,66.8,106830,6.4,3050745.0,150099.2,0
182,19,Iowa,2010,3,2343400,1675368,71.5,1570007,67.0,105361,6.3,3050745.0,150099.2,0
183,19,Iowa,2010,4,2358250,1677557,71.1,1573836,66.7,103721,6.2,3050745.0,150099.2,0
184,19,Iowa,2010,5,2359389,1677764,71.1,1575622,66.8,102142,6.1,3050745.0,150099.2,0
185,19,Iowa,2010,6,2360458,1676132,71.0,1575290,66.7,100842,6.0,3050745.0,150099.2,0
186,19,Iowa,2010,7,2361712,1673866,70.9,1573698,66.6,100168,6.0,3050745.0,150099.2,0
187,19,Iowa,2010,8,2363261,1672341,70.8,1572218,66.5,100123,6.0,3050745.0,150099.2,0
188,19,Iowa,2010,9,2364850,1672191,70.7,1571768,66.5,100423,6.0,3050745.0,150099.2,0
189,19,Iowa,2010,10,2366432,1673392,70.7,1572819,66.5,100573,6.0,3050745.0,150099.2,0
190,19,Iowa,2010,11,2367571,1675189,70.8,1574964,66.5,100225,6.0,3050745.0,150099.2,0
191,19,Iowa,2010,12,2368633,1676546,70.8,1577238,66.6,99308,5.9,3050745.0,150099.2,0
192,20,Kansas,2010,1,2138455,1502302,70.3,1394052,65.2,108250,7.2,2858190.0,135182.0,0
193,20,Kansas,2010,2,2139596,1502043,70.2,1394188,65.2,107855,7.2,2858190.0,135182.0,0
194,20,Kansas,2010,3,2140798,1501694,70.1,1394805,65.2,106889,7.1,2858190.0,135182.0,0
195,20,Kansas,2010,4,2147765,1501224,69.9,1395682,65.0,105542,7.0,2858190.0,135182.0,0
196,20,Kansas,2010,5,2148511,1500581,69.8,1396641,65.0,103940,6.9,2858190.0,135182.0,0
197,20,Kansas,2010,6,2149335,1499954,69.8,1397316,65.0,102638,6.8,2858190.0,135182.0,0
198,20,Kansas,2010,7,2150262,1499521,69.7,1397499,65.0,102022,6.8,2858190.0,135182.0,0
199,20,Kansas,2010,8,2151610,1499329,69.7,1397291,64.9,102038,6.8,2858190.0,135182.0,0
200,20,Kansas,2010,9,2152775,1499286,69.6,1396809,64.9,102477,6.8,2858190.0,135182.0,0
201,20,Kansas,2010,10,2154068,1499560,69.6,1396563,64.8,102997,6.9,2858190.0,135182.0,0
202,20,Kansas,2010,11,2155106,1499951,69.6,1396803,64.8,103148,6.9,2858190.0,135182.0,0
203,20,Kansas,2010,12,2156053,1500190,69.6,1397503,64.8,102687,6.8,2858190.0,135182.0,0
324,31,Nebraska,2010,1,1370014,987372,72.1,938545,68.5,48827,4.9,1829542.0,97830.1,1
325,31,Nebraska,2010,2,1370817,988776,72.1,939919,68.6,48857,4.9,1829542.0,97830.1,1
326,31,Nebraska,2010,3,1371688,990060,72.2,941517,68.6,48543,4.9,1829542.0,97830.1,1
327,31,Nebraska,2010,4,1388012,991039,71.4,943174,68.0,47865,4.8,1829542.0,97830.1,1
328,31,Nebraska,2010,5,1388844,991699,71.4,944751,68.0,46948,4.7,1829542.0,97830.1,1
329,31,Nebraska,2010,6,1389679,992091,71.4,945979,68.1,46112,4.6,1829542.0,97830.1,1
330,31,Nebraska,2010,7,1390608,992335,71.4,946748,68.1,45587,4.6,1829542.0,97830.1,1
331,31,Nebraska,2010,8,1391584,992637,71.3,947230,68.1,45407,4.6,1829542.0,97830.1,1
332,31,Nebraska,2010,9,1392543,993061,71.3,947558,68.0,45503,4.6,1829542.0,97830.1,1
333,31,Nebraska,2010,10,1393532,993816,71.3,948117,68.0,45699,4.6,1829542.0,97830.1,1
334,31,Nebraska,2010,11,1394320,994951,71.4,949114,68.1,45837,4.6,1829542.0,97830.1,1
335,31,Nebraska,2010,12,1395040,996345,71.4,950496,68.1,45849,4.6,1829542.0,97830.1,1
492,46,South Dakota,2010,1,621730,440408,70.8,419140,67.4,21268,4.8,816166.0,40367.3,1
493,46,South Dakota,2010,2,622261,441293,70.9,419724,67.5,21569,4.9,816166.0,40367.3,1
494,46,South Dakota,2010,3,622857,442184,71.0,420409,67.5,21775,4.9,816166.0,40367.3,1
495,46,South Dakota,2010,4,616161,442991,71.9,421101,68.3,21890,4.9,816166.0,40367.3,1
496,46,South Dakota,2010,5,616674,443666,71.9,421758,68.4,21908,4.9,816166.0,40367.3,1
497,46,South Dakota,2010,6,617171,444123,72.0,422282,68.4,21841,4.9,816166.0,40367.3,1
498,46,South Dakota,2010,7,617702,444371,71.9,422617,68.4,21754,4.9,816166.0,40367.3,1
499,46,South Dakota,2010,8,618315,444504,71.9,422804,68.4,21700,4.9,816166.0,40367.3,1
500,46,South Dakota,2010,9,618888,444594,71.8,422872,68.3,21722,4.9,816166.0,40367.3,1
501,46,South Dakota,2010,10,619458,444813,71.8,422952,68.3,21861,4.9,816166.0,40367.3,1
502,46,South Dakota,2010,11,619991,445167,71.8,423105,68.2,22062,5.0,816166.0,40367.3,1
503,46,South Dakota,2010,12,620480,445503,71.8,423307,68.2,22196,5.0,816166.0,40367.3,1
576,54,West Virginia,2010,1,1455955,807671,55.5,735302,50.5,72369,9.0,1854239.0,68474.0,1
577,54,West Virginia,2010,2,1456112,809095,55.6,736973,50.6,72122,8.9,1854239.0,68474.0,1
578,54,West Virginia,2010,3,1456324,810179,55.6,738804,50.7,71375,8.8,1854239.0,68474.0,1
579,54,West Virginia,2010,4,1481245,810822,54.7,740453,50.0,70369,8.7,1854239.0,68474.0,1
580,54,West Virginia,2010,5,1481729,811064,54.7,741736,50.1,69328,8.5,1854239.0,68474.0,1
581,54,West Virginia,2010,6,1482223,810955,54.7,742393,50.1,68562,8.5,1854239.0,68474.0,1
582,54,West Virginia,2010,7,1482773,810702,54.7,742317,50.1,68385,8.4,1854239.0,68474.0,1
583,54,West Virginia,2010,8,1483292,810504,54.6,741710,50.0,68794,8.5,1854239.0,68474.0,1
584,54,West Virginia,2010,9,1483823,810266,54.6,740860,49.9,69406,8.6,1854239.0,68474.0,1
585,54,West Virginia,2010,10,1484399,809927,54.6,740140,49.9,69787,8.6,1854239.0,68474.0,1
586,54,West Virginia,2010,11,1484694,809442,54.5,739736,49.8,69706,8.6,1854239.0,68474.0,1
587,54,West Virginia,2010,12,1484911,808714,54.5,739615,49.8,69099,8.5,1854239.0,68474.0,1
756,16,Idaho,2011,1,1173278,761044,64.9,696460,59.4,64584,8.5,1583910.0,57825.3,0
757,16,Idaho,2011,2,1174126,761435,64.9,697172,59.4,64263,8.4,1583910.0,57825.3,0
758,16,Idaho,2011,3,1175062,761692,64.8,697768,59.4,63924,8.4,1583910.0,57825.3,0
759,16,Idaho,2011,4,1176067,761780,64.8,698168,59.4,63612,8.4,1583910.0,57825.3,0
760,16,Idaho,2011,5,1177152,761901,64.7,698553,59.3,63348,8.3,1583910.0,57825.3,0
761,16,Idaho,2011,6,1178222,762271,64.7,699223,59.3,63048,8.3,1583910.0,57825.3,0
762,16,Idaho,2011,7,1179418,763074,64.7,700436,59.4,62638,8.2,1583910.0,57825.3,0
763,16,Idaho,2011,8,1180641,764301,64.7,702187,59.5,62114,8.1,1583910.0,57825.3,0
764,16,Idaho,2011,9,1181963,765783,64.8,704282,59.6,61501,8.0,1583910.0,57825.3,0
765,16,Idaho,2011,10,1183280,767335,64.8,706484,59.7,60851,7.9,1583910.0,57825.3,0
766,16,Idaho,2011,11,1184380,768639,64.9,708451,59.8,60188,7.8,1583910.0,57825.3,0
767,16,Idaho,2011,12,1185520,769548,64.9,709965,59.9,59583,7.7,1583910.0,57825.3,0
792,19,Iowa,2011,1,2369761,1676887,70.8,1578751,66.6,98136,5.9,3066336.0,152153.2,0
793,19,Iowa,2011,2,2370604,1676002,70.7,1579056,66.6,96946,5.8,3066336.0,152153.2,0
794,19,Iowa,2011,3,2371487,1674053,70.6,1578220,66.5,95833,5.7,3066336.0,152153.2,0
795,19,Iowa,2011,4,2372558,1671639,70.5,1576628,66.5,95011,5.7,3066336.0,152153.2,0
796,19,Iowa,2011,5,2373762,1669479,70.3,1574841,66.3,94638,5.7,3066336.0,152153.2,0
797,19,Iowa,2011,6,2374926,1668016,70.2,1573438,66.3,94578,5.7,3066336.0,152153.2,0
798,19,Iowa,2011,7,2376369,1667412,70.2,1572853,66.2,94559,5.7,3066336.0,152153.2,0
799,19,Iowa,2011,8,2377594,1667469,70.1,1573169,66.2,94300,5.7,3066336.0,152153.2,0
800,19,Iowa,2011,9,2379045,1667811,70.1,1574205,66.2,93606,5.6,3066336.0,152153.2,0
801,19,Iowa,2011,10,2380345,1668085,70.1,1575631,66.2,92454,5.5,3066336.0,152153.2,0
802,19,Iowa,2011,11,2381354,1667807,70.0,1576906,66.2,90901,5.5,3066336.0,152153.2,0
803,19,Iowa,2011,12,2382411,1666736,70.0,1577591,66.2,89145,5.3,3066336.0,152153.2,0
804,20,Kansas,2011,1,2156803,1500267,69.6,1398503,64.8,101764,6.8,2869225.0,138782.0,0
805,20,Kansas,2011,2,2157303,1499954,69.5,1399506,64.9,100448,6.7,2869225.0,138782.0,0
806,20,Kansas,2011,3,2158094,1499072,69.5,1400245,64.9,98827,6.6,2869225.0,138782.0,0
807,20,Kansas,2011,4,2158718,1497707,69.4,1400475,64.9,97232,6.5,2869225.0,138782.0,0
808,20,Kansas,2011,5,2159579,1496444,69.3,1400405,64.8,96039,6.4,2869225.0,138782.0,0
809,20,Kansas,2011,6,2160579,1495824,69.2,1400534,64.8,95290,6.4,2869225.0,138782.0,0
810,20,Kansas,2011,7,2161702,1496109,69.2,1401222,64.8,94887,6.3,2869225.0,138782.0,0
811,20,Kansas,2011,8,2163057,1497076,69.2,1402453,64.8,94623,6.3,2869225.0,138782.0,0
812,20,Kansas,2011,9,2164394,1498090,69.2,1403990,64.9,94100,6.3,2869225.0,138782.0,0
813,20,Kansas,2011,10,2165921,1498563,69.2,1405412,64.9,93151,6.2,2869225.0,138782.0,0
814,20,Kansas,2011,11,2166958,1498063,69.1,1406203,64.9,91860,6.1,2869225.0,138782.0,0
815,20,Kansas,2011,12,2167913,1496515,69.0,1406144,64.9,90371,6.0,2869225.0,138782.0,0
936,31,Nebraska,2011,1,1395701,997896,71.5,952121,68.2,45775,4.6,1840672.0,102685.1,1
937,31,Nebraska,2011,2,1396240,999312,71.6,953729,68.3,45583,4.6,1840672.0,102685.1,1
938,31,Nebraska,2011,3,1396850,1000380,71.6,955070,68.4,45310,4.5,1840672.0,102685.1,1
939,31,Nebraska,2011,4,1397510,1000982,71.6,955970,68.4,45012,4.5,1840672.0,102685.1,1
940,31,Nebraska,2011,5,1398234,1001373,71.6,956621,68.4,44752,4.5,1840672.0,102685.1,1
941,31,Nebraska,2011,6,1399025,1001954,71.6,957429,68.4,44525,4.4,1840672.0,102685.1,1
942,31,Nebraska,2011,7,1399924,1003040,71.6,958709,68.5,44331,4.4,1840672.0,102685.1,1
943,31,Nebraska,2011,8,1400978,1004575,71.7,960475,68.6,44100,4.4,1840672.0,102685.1,1
944,31,Nebraska,2011,9,1402092,1006289,71.8,962554,68.7,43735,4.3,1840672.0,102685.1,1
945,31,Nebraska,2011,10,1403237,1007812,71.8,964612,68.7,43200,4.3,1840672.0,102685.1,1
946,31,Nebraska,2011,11,1404152,1008729,71.8,966232,68.8,42497,4.2,1840672.0,102685.1,1
947,31,Nebraska,2011,12,1405024,1008982,71.8,967276,68.8,41706,4.1,1840672.0,102685.1,1
1104,46,South Dakota,2011,1,620930,445750,71.8,423555,68.2,22195,5.0,823579.0,42947.2,1
1105,46,South Dakota,2011,2,621347,445841,71.8,423826,68.2,22015,4.9,823579.0,42947.2,1
1106,46,South Dakota,2011,3,621785,445721,71.7,424072,68.2,21649,4.9,823579.0,42947.2,1
1107,46,South Dakota,2011,4,622244,445389,71.6,424206,68.2,21183,4.8,823579.0,42947.2,1
1108,46,South Dakota,2011,5,622712,445018,71.5,424275,68.1,20743,4.7,823579.0,42947.2,1
1109,46,South Dakota,2011,6,623226,444826,71.4,424436,68.1,20390,4.6,823579.0,42947.2,1
1110,46,South Dakota,2011,7,623778,444961,71.3,424835,68.1,20126,4.5,823579.0,42947.2,1
1111,46,South Dakota,2011,8,624513,445413,71.3,425492,68.1,19921,4.5,823579.0,42947.2,1
1112,46,South Dakota,2011,9,625300,446041,71.3,426311,68.2,19730,4.4,823579.0,42947.2,1
1113,46,South Dakota,2011,10,626067,446633,71.3,427114,68.2,19519,4.4,823579.0,42947.2,1
1114,46,South Dakota,2011,11,626751,446983,71.3,427729,68.2,19254,4.3,823579.0,42947.2,1
1115,46,South Dakota,2011,12,627398,447025,71.3,428081,68.2,18944,4.2,823579.0,42947.2,1
1188,54,West Virginia,2011,1,1485172,807822,54.4,739734,49.8,68088,8.4,1856301.0,69577.2,1
1189,54,West Virginia,2011,2,1485303,806776,54.3,739946,49.8,66830,8.3,1856301.0,69577.2,1
1190,54,West Virginia,2011,3,1485448,805513,54.2,740073,49.8,65440,8.1,1856301.0,69577.2,1
1191,54,West Virginia,2011,4,1485693,804257,54.1,740071,49.8,64186,8.0,1856301.0,69577.2,1
1192,54,West Virginia,2011,5,1486023,803485,54.1,740139,49.8,63346,7.9,1856301.0,69577.2,1
1193,54,West Virginia,2011,6,1486332,803534,54.1,740625,49.8,62909,7.8,1856301.0,69577.2,1
1194,54,West Virginia,2011,7,1486799,804493,54.1,741792,49.9,62701,7.8,1856301.0,69577.2,1
1195,54,West Virginia,2011,8,1487001,806051,54.2,743580,50.0,62471,7.8,1856301.0,69577.2,1
1196,54,West Virginia,2011,9,1487296,807653,54.3,745687,50.1,61966,7.7,1856301.0,69577.2,1
1197,54,West Virginia,2011,10,1487533,808794,54.4,747742,50.3,61052,7.5,1856301.0,69577.2,1
1198,54,West Virginia,2011,11,1487590,809104,54.4,749353,50.4,59751,7.4,1856301.0,69577.2,1
1199,54,West Virginia,2011,12,1487667,808721,54.4,750368,50.4,58353,7.2,1856301.0,69577.2,1
1368,16,Idaho,2012,1,1186669,770197,64.9,711077,59.9,59120,7.7,1595324.0,57780.1,0
1369,16,Idaho,2012,2,1187686,770719,64.9,711923,59.9,58796,7.6,1595324.0,57780.1,0
1370,16,Idaho,2012,3,1188795,771103,64.9,712536,59.9,58567,7.6,1595324.0,57780.1,0
1371,16,Idaho,2012,4,1189917,771346,64.8,713010,59.9,58336,7.6,1595324.0,57780.1,0
1372,16,Idaho,2012,5,1191067,771563,64.8,713524,59.9,58039,7.5,1595324.0,57780.1,0
1373,16,Idaho,2012,6,1192291,771845,64.7,714218,59.9,57627,7.5,1595324.0,57780.1,0
1374,16,Idaho,2012,7,1193509,772210,64.7,715144,59.9,57066,7.4,1595324.0,57780.1,0
1375,16,Idaho,2012,8,1194918,772638,64.7,716202,59.9,56436,7.3,1595324.0,57780.1,0
1376,16,Idaho,2012,9,1196379,773091,64.6,717238,60.0,55853,7.2,1595324.0,57780.1,0
1377,16,Idaho,2012,10,1197771,773385,64.6,718040,59.9,55345,7.2,1595324.0,57780.1,0
1378,16,Idaho,2012,11,1199143,773460,64.5,718524,59.9,54936,7.1,1595324.0,57780.1,0
1379,16,Idaho,2012,12,1200386,773323,64.4,718703,59.9,54620,7.1,1595324.0,57780.1,0
1404,19,Iowa,2012,1,2383466,1665187,69.9,1577773,66.2,87414,5.2,3076190.0,157838.6,0
1405,19,Iowa,2012,2,2384208,1663580,69.8,1577533,66.2,86047,5.2,3076190.0,157838.6,0
1406,19,Iowa,2012,3,2385211,1662015,69.7,1576690,66.1,85325,5.1,3076190.0,157838.6,0
1407,19,Iowa,2012,4,2386148,1660230,69.6,1575227,66.0,85003,5.1,3076190.0,157838.6,0
1408,19,Iowa,2012,5,2387179,1658427,69.5,1573642,65.9,84785,5.1,3076190.0,157838.6,0
1409,19,Iowa,2012,6,2388331,1657167,69.4,1572697,65.8,84470,5.1,3076190.0,157838.6,0
1410,19,Iowa,2012,7,2389557,1656736,69.3,1572880,65.8,83856,5.1,3076190.0,157838.6,0
1411,19,Iowa,2012,8,2391195,1657235,69.3,1574109,65.8,83126,5.0,3076190.0,157838.6,0
1412,19,Iowa,2012,9,2393002,1658681,69.3,1576085,65.9,82596,5.0,3076190.0,157838.6,0
1413,19,Iowa,2012,10,2394680,1660482,69.3,1578228,65.9,82254,5.0,3076190.0,157838.6,0
1414,19,Iowa,2012,11,2396074,1661913,69.4,1579766,65.9,82147,4.9,3076190.0,157838.6,0
1415,19,Iowa,2012,12,2397326,1662647,69.4,1580457,65.9,82190,4.9,3076190.0,157838.6,0
1416,20,Kansas,2012,1,2168823,1494362,68.9,1405492,64.8,88870,5.9,2885257.0,140764.1,0
1417,20,Kansas,2012,2,2169771,1492333,68.8,1404669,64.7,87664,5.9,2885257.0,140764.1,0
1418,20,Kansas,2012,3,2170593,1490738,68.7,1403751,64.7,86987,5.8,2885257.0,140764.1,0
1419,20,Kansas,2012,4,2171582,1489485,68.6,1402934,64.6,86551,5.8,2885257.0,140764.1,0
1420,20,Kansas,2012,5,2172714,1488736,68.5,1402661,64.6,86075,5.8,2885257.0,140764.1,0
1421,20,Kansas,2012,6,2173881,1488524,68.5,1403130,64.5,85394,5.7,2885257.0,140764.1,0
1422,20,Kansas,2012,7,2175109,1488847,68.4,1404335,64.6,84512,5.7,2885257.0,140764.1,0
1423,20,Kansas,2012,8,2176025,1489743,68.5,1405991,64.6,83752,5.6,2885257.0,140764.1,0
1424,20,Kansas,2012,9,2176962,1491050,68.5,1407653,64.7,83397,5.6,2885257.0,140764.1,0
1425,20,Kansas,2012,10,2177847,1492122,68.5,1408760,64.7,83362,5.6,2885257.0,140764.1,0
1426,20,Kansas,2012,11,2178728,1492672,68.5,1409248,64.7,83424,5.6,2885257.0,140764.1,0
1427,20,Kansas,2012,12,2179407,1492648,68.5,1409265,64.7,83383,5.6,2885257.0,140764.1,0
1548,31,Nebraska,2012,1,1405885,1008839,71.8,967953,68.9,40886,4.1,1853303.0,102605.3,1
1549,31,Nebraska,2012,2,1406707,1008717,71.7,968546,68.9,40171,4.0,1853303.0,102605.3,1
1550,31,Nebraska,2012,3,1407566,1008820,71.7,969077,68.8,39743,3.9,1853303.0,102605.3,1
1551,31,Nebraska,2012,4,1408411,1009179,71.7,969646,68.8,39533,3.9,1853303.0,102605.3,1
1552,31,Nebraska,2012,5,1409361,1009977,71.7,970546,68.9,39431,3.9,1853303.0,102605.3,1
1553,31,Nebraska,2012,6,1410340,1011216,71.7,971883,68.9,39333,3.9,1853303.0,102605.3,1
1554,31,Nebraska,2012,7,1411388,1012787,71.8,973628,69.0,39159,3.9,1853303.0,102605.3,1
1555,31,Nebraska,2012,8,1412373,1014558,71.8,975571,69.1,38987,3.8,1853303.0,102605.3,1
1556,31,Nebraska,2012,9,1413365,1016381,71.9,977411,69.2,38970,3.8,1853303.0,102605.3,1
1557,31,Nebraska,2012,10,1414318,1017762,72.0,978737,69.2,39025,3.8,1853303.0,102605.3,1
1558,31,Nebraska,2012,11,1415169,1018499,72.0,979433,69.2,39066,3.8,1853303.0,102605.3,1
1559,31,Nebraska,2012,12,1415931,1018587,71.9,979573,69.2,39014,3.8,1853303.0,102605.3,1
1716,46,South Dakota,2012,1,628071,446838,71.1,428215,68.2,18623,4.2,833566.0,43550.7,1
1717,46,South Dakota,2012,2,628681,446604,71.0,428238,68.1,18366,4.1,833566.0,43550.7,1
1718,46,South Dakota,2012,3,629348,446419,70.9,428181,68.0,18238,4.1,833566.0,43550.7,1
1719,46,South Dakota,2012,4,629978,446316,70.8,428107,68.0,18209,4.1,833566.0,43550.7,1
1720,46,South Dakota,2012,5,630688,446395,70.8,428150,67.9,18245,4.1,833566.0,43550.7,1
1721,46,South Dakota,2012,6,631429,446684,70.7,428374,67.8,18310,4.1,833566.0,43550.7,1
1722,46,South Dakota,2012,7,632148,447093,70.7,428772,67.8,18321,4.1,833566.0,43550.7,1
1723,46,South Dakota,2012,8,632789,447503,70.7,429274,67.8,18229,4.1,833566.0,43550.7,1
1724,46,South Dakota,2012,9,633461,447850,70.7,429788,67.8,18062,4.0,833566.0,43550.7,1
1725,46,South Dakota,2012,10,634099,448011,70.7,430176,67.8,17835,4.0,833566.0,43550.7,1
1726,46,South Dakota,2012,11,634713,447969,70.6,430360,67.8,17609,3.9,833566.0,43550.7,1
