,FIPS_Code,State,Year,Month,Civilian_Pop,Civilian_Labor_Force,Labor_Force_Pct,Employed_Total,Employed_Pct,Unemployed_Total,Unemployed_Rate,Population,gdp,treatment
3868,20,Kansas,2016,5,2213068,1493780,67.5,1434209,64.8,59571,4.0,2910844.0,152511.5,0
3869,20,Kansas,2016,6,2213900,1492201,67.4,1431926,64.7,60275,4.0,2910844.0,152511.5,0
3870,20,Kansas,2016,7,2214883,1490884,67.3,1429885,64.6,60999,4.1,2910844.0,152511.5,0
3871,20,Kansas,2016,8,2215338,1489730,67.2,1428192,64.5,61538,4.1,2910844.0,152511.5,0
3872,20,Kansas,2016,9,2215863,1488560,67.2,1426801,64.4,61759,4.1,2910844.0,152511.5,0
3873,20,Kansas,2016,10,2216246,1487280,67.1,1425871,64.3,61409,4.1,2910844.0,152511.5,0
3874,20,Kansas,2016,11,2216532,1486064,67.0,1425661,64.3,60403,4.1,2910844.0,152511.5,0
3875,20,Kansas,2016,12,2216707,1485099,67.0,1426125,64.3,58974,4.0,2910844.0,152511.5,0
3996,31,Nebraska,2016,1,1447160,1018062,70.3,987626,68.2,30436,3.0,1905616.0,111611.7,1
3997,31,Nebraska,2016,2,1448030,1018720,70.4,988278,68.2,30442,3.0,1905616.0,111611.7,1
3998,31,Nebraska,2016,3,1448888,1018855,70.3,988365,68.2,30490,3.0,1905616.0,111611.7,1
3999,31,Nebraska,2016,4,1449875,1018474,70.2,987872,68.1,30602,3.0,1905616.0,111611.7,1
4000,31,Nebraska,2016,5,1450843,1017826,70.2,987002,68.0,30824,3.0,1905616.0,111611.7,1
4001,31,Nebraska,2016,6,1451894,1017046,70.0,985933,67.9,31113,3.1,1905616.0,111611.7,1
4002,31,Nebraska,2016,7,1453027,1016161,69.9,984777,67.8,31384,3.1,1905616.0,111611.7,1
4003,31,Nebraska,2016,8,1453909,1015208,69.8,983589,67.7,31619,3.1,1905616.0,111611.7,1
4004,31,Nebraska,2016,9,1454904,1014279,69.7,982416,67.5,31863,3.1,1905616.0,111611.7,1
4005,31,Nebraska,2016,10,1455876,1013352,69.6,981360,67.4,31992,3.2,1905616.0,111611.7,1
4006,31,Nebraska,2016,11,1456682,1012567,69.5,980719,67.3,31848,3.1,1905616.0,111611.7,1
4007,31,Nebraska,2016,12,1457487,1012214,69.4,980735,67.3,31479,3.1,1905616.0,111611.7,1
4164,46,South Dakota,2016,1,651545,454613,69.8,441752,67.8,12861,2.8,862996.0,45733.6,1
4165,46,South Dakota,2016,2,652093,454907,69.8,442042,67.8,12865,2.8,862996.0,45733.6,1
4166,46,South Dakota,2016,3,652588,455081,69.7,442131,67.8,12950,2.8,862996.0,45733.6,1
4167,46,South Dakota,2016,4,653120,455173,69.7,442044,67.7,13129,2.9,862996.0,45733.6,1
4168,46,South Dakota,2016,5,653675,455241,69.6,441851,67.6,13390,2.9,862996.0,45733.6,1
4169,46,South Dakota,2016,6,654245,455294,69.6,441614,67.5,13680,3.0,862996.0,45733.6,1
4170,46,South Dakota,2016,7,654871,455323,69.5,441381,67.4,13942,3.1,862996.0,45733.6,1
4171,46,South Dakota,2016,8,655593,455306,69.4,441149,67.3,14157,3.1,862996.0,45733.6,1
4172,46,South Dakota,2016,9,656328,455229,69.4,440886,67.2,14343,3.2,862996.0,45733.6,1
4173,46,South Dakota,2016,10,657037,455083,69.3,440599,67.1,14484,3.2,862996.0,45733.6,1
4174,46,South Dakota,2016,11,657685,454969,69.2,440426,67.0,14543,3.2,862996.0,45733.6,1
4175,46,South Dakota,2016,12,658342,455019,69.1,440501,66.9,14518,3.2,862996.0,45733.6,1
4248,54,West Virginia,2016,1,1477257,789352,53.4,739186,50.0,50166,6.4,1831023.0,69276.4,1
4249,54,West Virginia,2016,2,1476646,789436,53.5,739332,50.1,50104,6.3,1831023.0,69276.4,1
4250,54,West Virginia,2016,3,1476039,788767,53.4,739023,50.1,49744,6.3,1831023.0,69276.4,1
4251,54,West Virginia,2016,4,1475441,787459,53.4,738270,50.0,49189,6.2,1831023.0,69276.4,1
4252,54,West Virginia,2016,5,1474916,785938,53.3,737255,50.0,48683,6.2,1831023.0,69276.4,1
4253,54,West Virginia,2016,6,1474454,784596,53.2,736276,49.9,48320,6.2,1831023.0,69276.4,1
4254,54,West Virginia,2016,7,1474043,783598,53.2,735591,49.9,48007,6.1,1831023.0,69276.4,1
4255,54,West Virginia,2016,8,1473318,782962,53.1,735299,49.9,47663,6.1,1831023.0,69276.4,1
4256,54,West Virginia,2016,9,1472667,782586,53.1,735395,49.9,47191,6.0,1831023.0,69276.4,1
4257,54,West Virginia,2016,10,1472037,782275,53.1,735838,50.0,46437,5.9,1831023.0,69276.4,1
4258,54,West Virginia,2016,11,1471251,782016,53.2,736667,50.1,45349,5.8,1831023.0,69276.4,1
4259,54,West Virginia,2016,12,1470405,781718,53.2,737762,50.2,43956,5.6,1831023.0,69276.4,1
4428,16,Idaho,2017,1,1291268,821939,63.7,793663,61.5,28276,3.4,1717715.0,68412.2,0
4429,16,Idaho,2017,2,1293661,823968,63.7,796281,61.6,27687,3.4,1717715.0,68412.2,0
4430,16,Idaho,2017,3,1296159,826061,63.7,798974,61.6,27087,3.3,1717715.0,68412.2,0
4431,16,Idaho,2017,4,1298673,828212,63.8,801688,61.7,26524,3.2,1717715.0,68412.2,0
4432,16,Idaho,2017,5,1301254,830435,63.8,804386,61.8,26049,3.1,1717715.0,68412.2,0
4433,16,Idaho,2017,6,1303917,832754,63.9,807001,61.9,25753,3.1,1717715.0,68412.2,0
4434,16,Idaho,2017,7,1306643,835212,63.9,809546,62.0,25666,3.1,1717715.0,68412.2,0
4435,16,Idaho,2017,8,1309260,837672,64.0,811937,62.0,25735,3.1,1717715.0,68412.2,0
4436,16,Idaho,2017,9,1311939,839874,64.0,814038,62.0,25836,3.1,1717715.0,68412.2,0
4437,16,Idaho,2017,10,1314549,841736,64.0,815904,62.1,25832,3.1,1717715.0,68412.2,0
4438,16,Idaho,2017,11,1317091,843277,64.0,817568,62.1,25709,3.0,1717715.0,68412.2,0
4439,16,Idaho,2017,12,1319571,844659,64.0,819217,62.1,25442,3.0,1717715.0,68412.2,0
4464,19,Iowa,2017,1,2448593,1687324,68.9,1630667,66.6,56657,3.4,3141550.0,168976.5,0
4465,19,Iowa,2017,2,2449040,1686199,68.9,1630708,66.6,55491,3.3,3141550.0,168976.5,0
4466,19,Iowa,2017,3,2449719,1686230,68.8,1631800,66.6,54430,3.2,3141550.0,168976.5,0
4467,19,Iowa,2017,4,2450329,1687055,68.9,1633446,66.7,53609,3.2,3141550.0,168976.5,0
4468,19,Iowa,2017,5,2451132,1688010,68.9,1635031,66.7,52979,3.1,3141550.0,168976.5,0
4469,19,Iowa,2017,6,2452121,1688463,68.9,1635980,66.7,52483,3.1,3141550.0,168976.5,0
4470,19,Iowa,2017,7,2453207,1688210,68.8,1636179,66.7,52031,3.1,3141550.0,168976.5,0
4471,19,Iowa,2017,8,2453951,1687256,68.8,1635852,66.7,51404,3.0,3141550.0,168976.5,0
4472,19,Iowa,2017,9,2454856,1685957,68.7,1635376,66.6,50581,3.0,3141550.0,168976.5,0
4473,19,Iowa,2017,10,2455642,1684906,68.6,1635230,66.6,49676,2.9,3141550.0,168976.5,0
4474,19,Iowa,2017,11,2456255,1684439,68.6,1635605,66.6,48834,2.9,3141550.0,168976.5,0
4475,19,Iowa,2017,12,2456773,1684895,68.6,1636887,66.6,48008,2.8,3141550.0,168976.5,0
4476,20,Kansas,2017,1,2216729,1484359,67.0,1426926,64.4,57433,3.9,2908718.0,154456.6,0
4477,20,Kansas,2017,2,2216489,1483907,66.9,1427958,64.4,55949,3.8,2908718.0,154456.6,0
4478,20,Kansas,2017,3,2216375,1483866,67.0,1429048,64.5,54818,3.7,2908718.0,154456.6,0
4479,20,Kansas,2017,4,2216468,1484339,67.0,1430129,64.5,54210,3.7,2908718.0,154456.6,0
4480,20,Kansas,2017,5,2216547,1485132,67.0,1431168,64.6,53964,3.6,2908718.0,154456.6,0
4481,20,Kansas,2017,6,2216714,1485827,67.0,1431955,64.6,53872,3.6,2908718.0,154456.6,0
4482,20,Kansas,2017,7,2216971,1486048,67.0,1432274,64.6,53774,3.6,2908718.0,154456.6,0
4483,20,Kansas,2017,8,2217666,1485446,67.0,1431965,64.6,53481,3.6,2908718.0,154456.6,0
4484,20,Kansas,2017,9,2218423,1484004,66.9,1431031,64.5,52973,3.6,2908718.0,154456.6,0
4485,20,Kansas,2017,10,2219134,1482030,66.8,1429661,64.4,52369,3.5,2908718.0,154456.6,0
4486,20,Kansas,2017,11,2219649,1480090,66.7,1428313,64.3,51777,3.5,2908718.0,154456.6,0
4487,20,Kansas,2017,12,2220045,1478871,66.6,1427761,64.3,51110,3.5,2908718.0,154456.6,0
4608,31,Nebraska,2017,1,1458153,1012343,69.4,981325,67.3,31018,3.1,1915947.0,113754.2,1
4609,31,Nebraska,2017,2,1458699,1012904,69.4,982401,67.3,30503,3.0,1915947.0,113754.2,1
4610,31,Nebraska,2017,3,1459369,1013791,69.5,983736,67.4,30055,3.0,1915947.0,113754.2,1
4611,31,Nebraska,2017,4,1460051,1014926,69.5,985145,67.5,29781,2.9,1915947.0,113754.2,1
4612,31,Nebraska,2017,5,1460788,1016136,69.6,986512,67.5,29624,2.9,1915947.0,113754.2,1
4613,31,Nebraska,2017,6,1461662,1017213,69.6,987682,67.6,29531,2.9,1915947.0,113754.2,1
4614,31,Nebraska,2017,7,1462522,1018050,69.6,988499,67.6,29551,2.9,1915947.0,113754.2,1
4615,31,Nebraska,2017,8,1463343,1018474,69.6,988890,67.6,29584,2.9,1915947.0,113754.2,1
4616,31,Nebraska,2017,9,1464244,1018517,69.6,988939,67.5,29578,2.9,1915947.0,113754.2,1
4617,31,Nebraska,2017,10,1465130,1018455,69.5,988846,67.5,29609,2.9,1915947.0,113754.2,1
4618,31,Nebraska,2017,11,1465866,1018576,69.5,988849,67.5,29727,2.9,1915947.0,113754.2,1
4619,31,Nebraska,2017,12,1466539,1019080,69.5,989285,67.5,29795,2.9,1915947.0,113754.2,1
4776,46,South Dakota,2017,1,658924,455241,69.1,440814,66.9,14427,3.2,872868.0,46023.9,1
4777,46,South Dakota,2017,2,659457,455573,69.1,441289,66.9,14284,3.1,872868.0,46023.9,1
4778,46,South Dakota,2017,3,660031,455957,69.1,441804,66.9,14153,3.1,872868.0,46023.9,1
4779,46,South Dakota,2017,4,660622,456390,69.1,442309,67.0,14081,3.1,872868.0,46023.9,1
4780,46,South Dakota,2017,5,661258,456848,69.1,442780,67.0,14068,3.1,872868.0,46023.9,1
4781,46,South Dakota,2017,6,661920,457245,69.1,443141,66.9,14104,3.1,872868.0,46023.9,1
4782,46,South Dakota,2017,7,662623,457514,69.0,443335,66.9,14179,3.1,872868.0,46023.9,1
4783,46,South Dakota,2017,8,663069,457590,69.0,443361,66.9,14229,3.1,872868.0,46023.9,1
4784,46,South Dakota,2017,9,663573,457494,68.9,443271,66.8,14223,3.1,872868.0,46023.9,1
4785,46,South Dakota,2017,10,664022,457318,68.9,443161,66.7,14157,3.1,872868.0,46023.9,1
4786,46,South Dakota,2017,11,664457,457183,68.8,443100,66.7,14083,3.1,872868.0,46023.9,1
4787,46,South Dakota,2017,12,664826,457196,68.8,443204,66.7,13992,3.1,872868.0,46023.9,1
4860,54,West Virginia,2017,1,1469450,781285,53.2,738863,50.3,42422,5.4,1817004.0,69743.2,1
4861,54,West Virginia,2017,2,1468386,780838,53.2,739844,50.4,40994,5.3,1817004.0,69743.2,1
4862,54,West Virginia,2017,3,1467439,780561,53.2,740574,50.5,39987,5.1,1817004.0,69743.2,1
4863,54,West Virginia,2017,4,1466478,780757,53.2,741245,50.5,39512,5.1,1817004.0,69743.2,1
4864,54,West Virginia,2017,5,1465616,781527,53.3,742087,50.6,39440,5.0,1817004.0,69743.2,1
4865,54,West Virginia,2017,6,1464854,782728,53.4,743015,50.7,39713,5.1,1817004.0,69743.2,1
4866,54,West Virginia,2017,7,1464169,784175,53.6,743867,50.8,40308,5.1,1817004.0,69743.2,1
4867,54,West Virginia,2017,8,1463541,785486,53.7,744512,50.9,40974,5.2,1817004.0,69743.2,1
4868,54,West Virginia,2017,9,1463044,786343,53.7,744816,50.9,41527,5.3,1817004.0,69743.2,1
4869,54,West Virginia,2017,10,1462458,786714,53.8,744763,50.9,41951,5.3,1817004.0,69743.2,1
4870,54,West Virginia,2017,11,1461742,786775,53.8,744460,50.9,42315,5.4,1817004.0,69743.2,1
4871,54,West Virginia,2017,12,1460992,786970,53.9,744362,50.9,42608,5.4,1817004.0,69743.2,1
5040,16,Idaho,2018,1,1321923,846096,64.0,821038,62.1,25058,3.0,1750536.0,72455.4,0
5041,16,Idaho,2018,2,1324143,847823,64.0,823192,62.2,24631,2.9,1750536.0,72455.4,0
5042,16,Idaho,2018,3,1326556,849801,64.1,825587,62.2,24214,2.8,1750536.0,72455.4,0
5043,16,Idaho,2018,4,1329009,851659,64.1,827821,62.3,23838,2.8,1750536.0,72455.4,0
5044,16,Idaho,2018,5,1331478,853206,64.1,829637,62.3,23569,2.8,1750536.0,72455.4,0
5045,16,Idaho,2018,6,1334068,854488,64.1,831059,62.3,23429,2.7,1750536.0,72455.4,0
5046,16,Idaho,2018,7,1336679,855618,64.0,832227,62.3,23391,2.7,1750536.0,72455.4,0
5047,16,Idaho,2018,8,1339682,856913,64.0,833422,62.2,23491,2.7,1750536.0,72455.4,0
5048,16,Idaho,2018,9,1342766,858575,63.9,834807,62.2,23768,2.8,1750536.0,72455.4,0
5049,16,Idaho,2018,10,1345769,860610,63.9,836399,62.2,24211,2.8,1750536.0,72455.4,0
5050,16,Idaho,2018,11,1348642,862994,64.0,838269,62.2,24725,2.9,1750536.0,72455.4,0
5051,16,Idaho,2018,12,1351412,865525,64.0,840393,62.2,25132,2.9,1750536.0,72455.4,0
5076,19,Iowa,2018,1,2457002,1686760,68.7,1639603,66.7,47157,2.8,3148618.0,172844.7,0
5077,19,Iowa,2018,2,2457017,1690160,68.8,1643877,66.9,46283,2.7,3148618.0,172844.7,0
5078,19,Iowa,2018,3,2457371,1694429,69.0,1649080,67.1,45349,2.7,3148618.0,172844.7,0
5079,19,Iowa,2018,4,2457850,1698163,69.1,1653820,67.3,44343,2.6,3148618.0,172844.7,0
5080,19,Iowa,2018,5,2458351,1700602,69.2,1657136,67.4,43466,2.6,3148618.0,172844.7,0
5081,19,Iowa,2018,6,2459105,1701899,69.2,1659049,67.5,42850,2.5,3148618.0,172844.7,0
5082,19,Iowa,2018,7,2459864,1702498,69.2,1659981,67.5,42517,2.5,3148618.0,172844.7,0
5083,19,Iowa,2018,8,2461141,1703333,69.2,1660747,67.5,42586,2.5,3148618.0,172844.7,0
5084,19,Iowa,2018,9,2462548,1704965,69.2,1662001,67.5,42964,2.5,3148618.0,172844.7,0
5085,19,Iowa,2018,10,2463857,1707672,69.3,1664072,67.5,43600,2.6,3148618.0,172844.7,0
5086,19,Iowa,2018,11,2464858,1711649,69.4,1667225,67.6,44424,2.6,3148618.0,172844.7,0
5087,19,Iowa,2018,12,2465707,1716455,69.6,1671199,67.8,45256,2.6,3148618.0,172844.7,0
5088,20,Kansas,2018,1,2220190,1478888,66.6,1428440,64.3,50448,3.4,2911359.0,158192.7,0
5089,20,Kansas,2018,2,2220217,1480139,66.7,1430270,64.4,49869,3.4,2911359.0,158192.7,0
5090,20,Kansas,2018,3,2220385,1482004,66.7,1432705,64.5,49299,3.3,2911359.0,158192.7,0
5091,20,Kansas,2018,4,2220716,1483562,66.8,1434887,64.6,48675,3.3,2911359.0,158192.7,0
5092,20,Kansas,2018,5,2221142,1484310,66.8,1436137,64.7,48173,3.2,2911359.0,158192.7,0
5093,20,Kansas,2018,6,2221740,1484247,66.8,1436387,64.7,47860,3.2,2911359.0,158192.7,0
5094,20,Kansas,2018,7,2222318,1483713,66.8,1435984,64.6,47729,3.2,2911359.0,158192.7,0
5095,20,Kansas,2018,8,2223002,1483428,66.7,1435542,64.6,47886,3.2,2911359.0,158192.7,0
5096,20,Kansas,2018,9,2223814,1483781,66.7,1435489,64.6,48292,3.3,2911359.0,158192.7,0
5097,20,Kansas,2018,10,2224508,1484784,66.7,1435982,64.6,48802,3.3,2911359.0,158192.7,0
5098,20,Kansas,2018,11,2224934,1486153,66.8,1436908,64.6,49245,3.3,2911359.0,158192.7,0
5099,20,Kansas,2018,12,2225238,1487403,66.8,1437993,64.6,49410,3.3,2911359.0,158192.7,0
5220,31,Nebraska,2018,1,1467060,1020119,69.5,990360,67.5,29759,2.9,1925614.0,115087.9,1
5221,31,Nebraska,2018,2,1467492,1021728,69.6,992075,67.6,29653,2.9,1925614.0,115087.9,1
5222,31,Nebraska,2018,3,1468056,1023608,69.7,994139,67.7,29469,2.9,1925614.0,115087.9,1
5223,31,Nebraska,2018,4,1468702,1025187,69.8,996003,67.8,29184,2.8,1925614.0,115087.9,1
5224,31,Nebraska,2018,5,1469394,1026190,69.8,997262,67.9,28928,2.8,1925614.0,115087.9,1
5225,31,Nebraska,2018,6,1470220,1026709,69.8,997935,67.9,28774,2.8,1925614.0,115087.9,1
5226,31,Nebraska,2018,7,1471009,1027013,69.8,998342,67.9,28671,2.8,1925614.0,115087.9,1
5227,31,Nebraska,2018,8,1471841,1027610,69.8,998876,67.9,28734,2.8,1925614.0,115087.9,1
5228,31,Nebraska,2018,9,1472783,1028717,69.8,999678,67.9,29039,2.8,1925614.0,115087.9,1
5229,31,Nebraska,2018,10,1473613,1030316,69.9,1000760,67.9,29556,2.9,1925614.0,115087.9,1
5230,31,Nebraska,2018,11,1474305,1032250,70.0,1002062,68.0,30188,2.9,1925614.0,115087.9,1
5231,31,Nebraska,2018,12,1474901,1034171,70.1,1003405,68.0,30766,3.0,1925614.0,115087.9,1
5388,46,South Dakota,2018,1,665115,457442,68.8,443568,66.7,13874,3.0,878698.0,47287.0,1
5389,46,South Dakota,2018,2,665406,457944,68.8,444202,66.8,13742,3.0,878698.0,47287.0,1
5390,46,South Dakota,2018,3,665718,458541,68.9,444959,66.8,13582,3.0,878698.0,47287.0,1
5391,46,South Dakota,2018,4,666103,458951,68.9,445569,66.9,13382,2.9,878698.0,47287.0,1
5392,46,South Dakota,2018,5,666499,459062,68.9,445864,66.9,13198,2.9,878698.0,47287.0,1
5393,46,South Dakota,2018,6,666936,458949,68.8,445890,66.9,13059,2.8,878698.0,47287.0,1
5394,46,South Dakota,2018,7,667376,458735,68.7,445789,66.8,12946,2.8,878698.0,47287.0,1
5395,46,South Dakota,2018,8,668054,458634,68.7,445741,66.7,12893,2.8,878698.0,47287.0,1
5396,46,South Dakota,2018,9,668716,458799,68.6,445866,66.7,12933,2.8,878698.0,47287.0,1
5397,46,South Dakota,2018,10,669394,459265,68.6,446198,66.7,13067,2.8,878698.0,47287.0,1
5398,46,South Dakota,2018,11,669959,459943,68.7,446677,66.7,13266,2.9,878698.0,47287.0,1
5399,46,South Dakota,2018,12,670527,460648,68.7,447178,66.7,13470,2.9,878698.0,47287.0,1
5472,54,West Virginia,2018,1,1460033,787748,54.0,744917,51.0,42831,5.4,1804291.0,71858.7,1
5473,54,West Virginia,2018,2,1459014,789267,54.1,746319,51.2,42948,5.4,1804291.0,71858.7,1
5474,54,West Virginia,2018,3,1458166,791267,54.3,748406,51.3,42861,5.4,1804291.0,71858.7,1
5475,54,West Virginia,2018,4,1457370,793055,54.4,750579,51.5,42476,5.4,1804291.0,71858.7,1
5476,54,West Virginia,2018,5,1456649,794246,54.5,752311,51.6,41935,5.3,1804291.0,71858.7,1
5477,54,West Virginia,2018,6,1456011,794829,54.6,753515,51.8,41314,5.2,1804291.0,71858.7,1
5478,54,West Virginia,2018,7,1455383,794907,54.6,754278,51.8,40629,5.1,1804291.0,71858.7,1
5479,54,West Virginia,2018,8,1455048,794860,54.6,754746,51.9,40114,5.0,1804291.0,71858.7,1
5480,54,West Virginia,2018,9,1454777,794930,54.6,754971,51.9,39959,5.0,1804291.0,71858.7,1
5481,54,West Virginia,2018,10,1454429,795121,54.7,755019,51.9,40102,5.0,1804291.0,71858.7,1
5482,54,West Virginia,2018,11,1453917,795364,54.7,755031,51.9,40333,5.1,1804291.0,71858.7,1
5483,54,West Virginia,2018,12,1453323,795406,54.7,755041,52.0,40365,5.1,1804291.0,71858.7,1
5652,16,Idaho,2019,1,1354143,867880,64.1,842597,62.2,25283,2.9,1787065.0,74937.1,0
5653,16,Idaho,2019,2,1356695,869873,64.1,844753,62.3,25120,2.9,1787065.0,74937.1,0
5654,16,Idaho,2019,3,1359388,871655,64.1,846865,62.3,24790,2.8,1787065.0,74937.1,0
5655,16,Idaho,2019,4,1362162,873540,64.1,849086,62.3,24454,2.8,1787065.0,74937.1,0
5656,16,Idaho,2019,5,1364985,875679,64.2,851447,62.4,24232,2.8,1787065.0,74937.1,0
5657,16,Idaho,2019,6,1367964,878119,64.2,853906,62.4,24213,2.8,1787065.0,74937.1,0
5658,16,Idaho,2019,7,1370929,880762,64.2,856393,62.5,24369,2.8,1787065.0,74937.1,0
5659,16,Idaho,2019,8,1374226,883352,64.3,858885,62.5,24467,2.8,1787065.0,74937.1,0
5660,16,Idaho,2019,9,1377619,885757,64.3,861511,62.5,24246,2.7,1787065.0,74937.1,0
5661,16,Idaho,2019,10,1380905,887783,64.3,864059,62.6,23724,2.7,1787065.0,74937.1,0
5662,16,Idaho,2019,11,1384052,889088,64.2,866032,62.6,23056,2.6,1787065.0,74937.1,0
5663,16,Idaho,2019,12,1387150,889686,64.1,867044,62.5,22642,2.5,1787065.0,74937.1,0
5688,19,Iowa,2019,1,2466434,1720862,69.8,1674943,67.9,45919,2.7,3155070.0,173515.4,0
5689,19,Iowa,2019,2,2466914,1724077,69.9,1677806,68.0,46271,2.7,3155070.0,173515.4,0
5690,19,Iowa,2019,3,2467642,1726422,70.0,1679946,68.1,46476,2.7,3155070.0,173515.4,0
5691,19,Iowa,2019,4,2468454,1728498,70.0,1681846,68.1,46652,2.7,3155070.0,173515.4,0
5692,19,Iowa,2019,5,2469440,1730668,70.1,1683725,68.2,46943,2.7,3155070.0,173515.4,0
5693,19,Iowa,2019,6,2470620,1733102,70.1,1685595,68.2,47507,2.7,3155070.0,173515.4,0
5694,19,Iowa,2019,7,2471822,1735802,70.2,1687468,68.3,48334,2.8,3155070.0,173515.4,0
5695,19,Iowa,2019,8,2472948,1738561,70.3,1689416,68.3,49145,2.8,3155070.0,173515.4,0
5696,19,Iowa,2019,9,2474160,1741239,70.4,1691639,68.4,49600,2.8,3155070.0,173515.4,0
5697,19,Iowa,2019,10,2475313,1742983,70.4,1693374,68.4,49609,2.8,3155070.0,173515.4,0
5698,19,Iowa,2019,11,2476140,1742464,70.4,1693168,68.4,49296,2.8,3155070.0,173515.4,0
5699,19,Iowa,2019,12,2476859,1739293,70.2,1690212,68.2,49081,2.8,3155070.0,173515.4,0
5700,20,Kansas,2019,1,2225406,1488175,66.9,1439031,64.7,49144,3.3,2913314.0,160059.3,0
5701,20,Kansas,2019,2,2225385,1488377,66.9,1439945,64.7,48432,3.3,2913314.0,160059.3,0
5702,20,Kansas,2019,3,2225581,1488364,66.9,1440776,64.7,47588,3.2,2913314.0,160059.3,0
5703,20,Kansas,2019,4,2225860,1488596,66.9,1441764,64.8,46832,3.1,2913314.0,160059.3,0
5704,20,Kansas,2019,5,2226234,1489343,66.9,1443000,64.8,46343,3.1,2913314.0,160059.3,0
5705,20,Kansas,2019,6,2226826,1490822,66.9,1444540,64.9,46282,3.1,2913314.0,160059.3,0
5706,20,Kansas,2019,7,2227416,1493014,67.0,1446400,64.9,46614,3.1,2913314.0,160059.3,0
5707,20,Kansas,2019,8,2228430,1495521,67.1,1448506,65.0,47015,3.1,2913314.0,160059.3,0
5708,20,Kansas,2019,9,2229568,1498108,67.2,1450972,65.1,47136,3.1,2913314.0,160059.3,0
5709,20,Kansas,2019,10,2230598,1500323,67.3,1453350,65.2,46973,3.1,2913314.0,160059.3,0
5710,20,Kansas,2019,11,2231343,1501501,67.3,1454798,65.2,46703,3.1,2913314.0,160059.3,0
5711,20,Kansas,2019,12,2232017,1501433,67.3,1454675,65.2,46758,3.1,2913314.0,160059.3,0
5832,31,Nebraska,2019,1,1475406,1035771,70.2,1004580,68.1,31191,3.0,1934408.0,117395.2,1
5833,31,Nebraska,2019,2,1475799,1036833,70.3,1005468,68.1,31365,3.0,1934408.0,117395.2,1
5834,31,Nebraska,2019,3,1476308,1037455,70.3,1006093,68.1,31362,3.0,1934408.0,117395.2,1
5835,31,Nebraska,2019,4,1476899,1037923,70.3,1006710,68.2,31213,3.0,1934408.0,117395.2,1
5836,31,Nebraska,2019,5,1477544,1038432,70.3,1007448,68.2,30984,3.0,1934408.0,117395.2,1
5837,31,Nebraska,2019,6,1478351,1039213,70.3,1008354,68.2,30859,3.0,1934408.0,117395.2,1
5838,31,Nebraska,2019,7,1479137,1040368,70.3,1009438,68.2,30930,3.0,1934408.0,117395.2,1
5839,31,Nebraska,2019,8,1480038,1041747,70.4,1010685,68.3,31062,3.0,1934408.0,117395.2,1
5840,31,Nebraska,2019,9,1481039,1043236,70.4,1012221,68.3,31015,3.0,1934408.0,117395.2,1
5841,31,Nebraska,2019,10,1481955,1044517,70.5,1013744,68.4,30773,2.9,1934408.0,117395.2,1
5842,31,Nebraska,2019,11,1482720,1045143,70.5,1014641,68.4,30502,2.9,1934408.0,117395.2,1
5843,31,Nebraska,2019,12,1483375,1044977,70.4,1014498,68.4,30479,2.9,1934408.0,117395.2,1
6000,46,South Dakota,2019,1,671039,461221,68.7,447577,66.7,13644,3.0,884659.0,47559.7,1
6001,46,South Dakota,2019,2,671463,461585,68.7,447840,66.7,13745,3.0,884659.0,47559.7,1
6002,46,South Dakota,2019,3,671993,461816,68.7,448013,66.7,13803,3.0,884659.0,47559.7,1
6003,46,South Dakota,2019,4,672490,462044,68.7,448212,66.6,13832,3.0,884659.0,47559.7,1
6004,46,South Dakota,2019,5,673100,462336,68.7,448491,66.6,13845,3.0,884659.0,47559.7,1
6005,46,South Dakota,2019,6,673734,462765,68.7,448881,66.6,13884,3.0,884659.0,47559.7,1
6006,46,South Dakota,2019,7,674371,463365,68.7,449394,66.6,13971,3.0,884659.0,47559.7,1
6007,46,South Dakota,2019,8,674976,464032,68.7,449987,66.7,14045,3.0,884659.0,47559.7,1
6008,46,South Dakota,2019,9,675644,464650,68.8,450643,66.7,14007,3.0,884659.0,47559.7,1
6009,46,South Dakota,2019,10,676238,465041,68.8,451194,66.7,13847,3.0,884659.0,47559.7,1
6010,46,South Dakota,2019,11,676776,465041,68.7,451418,66.7,13623,2.9,884659.0,47559.7,1
6011,46,South Dakota,2019,12,677282,464658,68.6,451175,66.6,13483,2.9,884659.0,47559.7,1
6084,54,West Virginia,2019,1,1452650,795093,54.7,755008,52.0,40085,5.0,1792147.0,72340.4,1
6085,54,West Virginia,2019,2,1451808,794490,54.7,755012,52.0,39478,5.0,1792147.0,72340.4,1
6086,54,West Virginia,2019,3,1451099,794027,54.7,755239,52.0,38788,4.9,1792147.0,72340.4,1
6087,54,West Virginia,2019,4,1450483,794149,54.8,755922,52.1,38227,4.8,1792147.0,72340.4,1
6088,54,West Virginia,2019,5,1449970,794992,54.8,757033,52.2,37959,4.8,1792147.0,72340.4,1
6089,54,West Virginia,2019,6,1449532,796461,54.9,758311,52.3,38150,4.8,1792147.0,72340.4,1
6090,54,West Virginia,2019,7,1449143,798261,55.1,759503,52.4,38758,4.9,1792147.0,72340.4,1
6091,54,West Virginia,2019,8,1448901,800022,55.2,760575,52.5,39447,4.9,1792147.0,72340.4,1
6092,54,West Virginia,2019,9,1448734,801621,55.3,761840,52.6,39781,5.0,1792147.0,72340.4,1
